title,id,creator,activity,assignee,priority,status
Issue in grammar,1207501,2256,2005-05-26.08:00:00,3,4,2
Issue in grammar,1207509,2256,2005-05-24.07:59:38,None,4,2
Issue in login,31762,27164,2017-10-11.18:49:37,None,4,2
issue in the default setup.py which comes with the Python 3.6.5 installer,33291,28311,2018-04-17.20:52:25,None,4,2
Issue in transparency in top level tk window(python) on MAC,5569,10287,2009-03-28.17:44:32,None,4,2
Issue in unicode args in logging ,1314107,2044,2005-10-07.08:43:25,328,4,2
Issue parsing valid cookie,23341,20745,2015-01-28.20:23:56,None,4,2
issue syntax warning for with becoming a keyword,1439917,35,2006-02-28.22:24:19,14,4,2
Issue tracker sends notification mails twice...,11774,12869,2011-04-05.18:31:11,None,4,2
Issue using datetime with format(),7789,11761,2010-10-04.14:15:09,93,4,2
Issue warning or syntax error for ++i,794519,1387,2003-08-26.22:48:20,None,4,2
"Issue warning when LC_NUMERIC is not ""C""",419153,307,2008-02-06.15:12:14,None,4,2
Issue when building PGO,27520,24258,2016-09-10.01:51:25,None,4,2
Issue while installing Python 2.6.5 in IBM AIX 6.1,8695,12358,2011-07-05.12:37:41,None,4,2
Issue while passing the parameter,27856,24478,2016-08-25.00:17:52,None,4,2
Issue with _posixsubprocess when importing subprocess32,31383,26924,2017-09-07.18:05:19,252,4,2
Issue with _PyLong_Format while trying to build Python on HP-UX itanium,7398,11453,2009-11-26.15:57:58,None,4,2
Issue with ftplib.FTP_TLS and server forcing SSL connection reuse,25437,22691,2016-09-08.23:09:48,None,4,2
Issue with imaplib and append messages passing a tuple with flags,23323,20708,2015-01-26.14:04:31,12260,4,1
issue with include/cStringIO.h and C++,431557,146,2001-06-09.08:00:13,None,4,2
issue with PYTHON_FOR_BUILD,22654,20298,2016-03-02.00:27:35,None,4,1
Issue with return in recursive functions,17297,17381,2013-02-25.18:37:01,None,4,2
Issue with RotatingFileHandler logging handler on Windows,4749,9823,2013-08-14.20:15:09,328,4,2
Issue with spacing in argparse module while using help,29626,25642,2017-05-28.23:25:22,None,4,1
Issue with ssl package,24545,22053,2016-09-08.15:26:50,None,4,2
Issue with telnetlib read_until not timing out,1252001,4625,2009-04-06.01:34:42,2665,4,2
Issue with the issue tracker,11143,43,2011-02-07.18:26:13,None,4,2
Issue with unit tests,24149,21671,2015-05-09.19:04:23,None,4,2
Issue with zipimport in 3.3.4 and 3.4.0rc1,20621,301,2014-03-17.06:31:04,252,1,2
issue4428 - make io.BufferedWriter observe max_buffer_size limits,5011,2040,2009-01-20.22:44:41,None,4,2
issue6964 reminder,15420,2984,2012-07-22.22:18:10,None,4,2
Issues about relative& absolute import way for Portingfrom python2.4 to python2.7,20991,19271,2014-03-20.13:19:33,None,4,2
issues in elementtree and elsewhere due to PyDict_GetItem,27946,24418,2016-09-13.00:17:57,None,4,1
Issues in Unicode HOWTO,20906,13894,2018-07-22.14:54:51,12260,4,1
"Issues with ""async for""",33041,15623,2018-04-27.12:38:23,15623,4,2
Issues with binary plists,32072,15623,2018-02-04.10:33:45,15623,4,2
Issues with BINUNICODE8 and BINBYTES8 opcodes in pickle,25262,15623,2015-09-29.19:15:57,15623,4,2
Issues with equality of inspect objects,24206,15623,2015-07-18.20:38:54,15623,4,2
Issues with getargs_n() and PyNumber_Index.,2440,5530,2008-04-22.19:03:23,5530,4,2
Issues with kqueue,31893,15623,2017-11-09.17:18:30,15623,4,2
Issues with lazy fd support in _WindowsConsoleIO fileno() and close(),34187,16413,2018-07-22.09:05:49,None,4,1
Issues with PyEval_InitThreads and PyGILState_Ensure,26003,22446,2016-01-15.21:29:12,None,4,1
Issues with PyMemberDef flags,28349,15623,2016-10-03.18:35:06,12260,4,2
Issues with reading large float values in AIFC files,32978,15623,2018-03-02.17:45:16,None,4,1
Issues with request rate in robotparser,31661,15623,2017-10-02.10:32:24,None,4,2
Issues with test.autotest,31794,15623,2017-10-20.19:35:15,None,4,1
"Issues, reported by PVS-Studio static analyzer",27587,24304,2016-08-22.15:06:49,None,4,2
issuse,16771,15627,2012-12-24.19:47:06,None,4,2
"It crashes as long as I press ""(parenthese)",25389,22667,2015-10-13.11:38:20,None,4,2
it don't make (PR#269),210857,2,2000-09-16.07:16:01,9,5,2
It failed to install Py3.5 on win2008R2,25116,22457,2015-09-22.21:59:40,None,4,1
It is not documented that os.writev() suffer from SC_IOV_MAX,27021,13573,2016-06-18.18:23:59,12260,4,2
It is possible to observe a mutating frozenset,8435,12207,2010-08-04.23:45:20,114,5,2
It is undocumented that re.UNICODE and re.LOCALE affect re.IGNORECASE,24896,22322,2017-11-16.10:41:48,12260,4,2
it looks like a typo in unittest,7866,11802,2010-02-06.16:06:53,None,4,2
it should be made clear that the statement in the --setup option and the setup kw arg aren't included in the count,15183,13754,2015-04-21.23:47:42,12260,4,2
It should be possible to build successfully without external libraries,24986,15467,2015-09-04.06:14:48,15467,4,2
It should be possible to use a module name with the same name as a package name,30503,26245,2017-05-30.10:49:42,None,4,2
it would be nice if installers made by bdist_wininst stored an EstimatedSize property in the Windows registry,3621,9090,2014-03-13.20:35:09,4555,5,2
it's -> its,1222928,2284,2005-06-17.21:57:49,83,4,2
it's not clear how the shutil.copystat() should work on symlinks,12461,13573,2011-08-21.10:21:11,None,4,2
it's not possible to set ECDH curve name via ssl.wrap_socket,20419,18928,2014-01-29.00:40:22,None,4,2
It's possible to create TryExcept with no handlers,6709,4455,2012-11-09.14:31:13,None,4,2
It's the future for generators,495978,6,2002-06-20.14:54:42,6,4,2
Item 'Python x.x.x' in Add/Remove Programs list still lacks an icon,5390,9595,2009-06-28.09:43:29,None,5,2
Item assignment in tuple mutates list despite throwing error,33879,28762,2018-06-16.21:04:11,None,4,2
Item out of order on builtin function page,851152,1406,2003-11-29.14:05:17,114,4,2
item_cget() missing parm. in Tix/HList,466981,2,2001-10-09.11:51:27,None,4,2
Itemconfigure for Listbox,457487,2,2001-09-02.04:59:26,5,4,2
itemconfigure returns incorrect text property of text items,1602742,3811,2014-07-06.14:04:00,8,4,2
itemgetter built-in?,1322308,2413,2007-03-30.07:20:31,None,4,2
itemgetter/attrgetter/methodcaller objects ignore keyword arguments,26822,15623,2017-02-06.08:11:14,15623,4,2
ItemsView.__contains__ does not mimic dict_items,24434,21975,2016-04-30.06:24:23,None,4,1
iter() documentation code doesn't work,11163,13753,2013-09-11.19:47:47,114,5,2
iter() not working in ElementTree,18998,17263,2013-09-15.19:10:44,9740,4,2
iter() over non-sequence message,460686,5,2001-10-18.20:12:54,6,4,2
"iter(classmethod, sentinel) broken for Argument Clinic class methods?",30524,348,2017-06-20.20:34:33,None,3,2
iter(ordered_dict) yields keys not in dict in some circumstances,19414,10693,2014-06-15.01:00:31,114,4,2
iter.next() or iter.__next__() ?,3271,4393,2008-07-03.20:29:29,93,4,2
Iterable argparse Namespace,11076,4830,2012-11-28.18:34:11,12260,4,2
Iterable glossary entry needs clarification,18558,10649,2017-09-25.08:00:37,114,4,2
IterableUserDict not in docs,1166582,1592,2005-06-25.21:04:31,93,4,2
Iterating closed StringIO.StringIO,1359365,22,2006-11-19.10:45:13,22,4,2
Iterating over inconsistently-indented code block causes execution of code only on last iteration of loop,16571,16920,2012-11-28.18:19:01,None,4,2
"Iteration breaks with bz2.open(filename,'rt')",15546,11758,2013-01-22.13:59:29,None,4,2
Iteration over a map object with list(),4337,9101,2008-11-22.01:25:34,None,4,2
iteration over attrs in metaclass' __new__ affects class' __name__,33268,26193,2018-04-12.10:47:54,None,4,2
iterator for dbm keys,662923,441,2003-09-12.06:36:03,None,4,2
Iterator for gzip.GzipFile,688805,643,2003-05-13.03:55:20,None,4,2
iterator for lineinput,516297,37,2002-03-26.20:31:17,83,4,2
Iterator for urllib.URLOpener,698520,37,2003-03-09.05:46:02,114,4,2
iterator length,9547,12803,2010-08-09.18:04:43,None,4,2
Iterator on Fileobject gives no MemoryError,1177964,1806,2006-03-31.20:31:31,None,3,2
iterators broken for weak dicts,839159,73,2010-07-23.09:56:04,None,4,2
Iterators over _winreg EnumKey and EnumValue results,7877,10080,2015-03-08.07:39:43,10080,4,1
"itertools ""generators""?",32341,25588,2017-12-15.21:30:05,114,5,2
itertools -> flatten_all(),27852,20697,2016-08-26.03:22:57,114,5,2
Itertools -> Recipes -> pairwise(),27751,20697,2016-08-13.02:27:23,None,4,2
Itertools doc summary table misdocuments some arguments,15472,7641,2017-09-16.05:01:36,114,5,2
Itertools docs propose a harmful “speedup” without any explanation,29724,24309,2017-03-05.22:01:01,114,4,2
Itertools documentation says iterator when iterable is intended,24624,16904,2015-07-13.06:20:01,12260,4,2
itertools documentation still contains references to ifilterfalse and izip_longest,6694,10999,2009-08-13.09:16:45,93,4,2
itertools fixer fails,12613,10969,2014-06-26.15:23:07,None,3,1
Itertools imap and izip boundary cases,825247,1118,2003-10-17.04:40:47,114,4,2
itertools islice consumes items when given negative range,27384,24169,2016-06-28.23:20:13,114,None,2
itertools issues,681003,140,2003-02-07.05:44:35,114,4,2
"itertools missing, causes interactive help to break",1077,4005,2007-10-24.19:20:38,93,5,2
"Itertools objects are missing ""send""",6080,1083,2009-05-21.21:30:27,None,4,2
itertools roundrobin(),756253,2665,2004-04-30.22:58:02,114,4,2
itertools should grow chunkify,1502,3231,2007-11-27.00:22:29,114,4,2
"itertools' docs put izip_longest in the ""terminating on the shortest input sequence"" section",10067,13128,2010-10-12.18:17:43,12260,4,2
itertools.accumulate __reduce__/__setstate__ bug,25718,43,2016-03-06.12:34:39,15623,4,2
itertools.accumulate should have an optional initializer argument,25193,22501,2015-11-02.13:26:47,114,5,2
itertools.any and itertools.all,1432437,3604,2006-02-15.21:17:36,None,4,2
itertools.chain behaves strangly when copied with copy.copy,29897,25775,2017-04-03.18:56:13,15623,4,1
"itertools.chain doesn't ""process"" exceptions as they occur",950057,1749,2004-05-08.20:37:38,114,4,2
itertools.chain.from_iterable doesn't stop,16791,16485,2012-12-28.17:04:56,114,4,2
"itertools.chunks(iterable, size, fill=None)",17862,2984,2014-04-02.20:50:22,114,5,2
itertools.combinations example is overly complicated,17815,17753,2013-04-22.15:30:52,12260,4,2
itertools.count step,5032,9603,2009-02-12.18:47:56,114,5,2
itertools.count wraps around after maxint,1326277,441,2007-02-08.00:07:50,114,4,2
itertools.count() confusingly mentions zip() and sequence numbers,33049,24689,2018-03-16.22:01:24,114,5,2
itertools.count() falls back to fast (integer) mode when step rounds to 1,28019,4190,2016-09-10.07:11:34,15623,4,2
itertools.filterfalse() function missing,8472,10923,2010-07-04.17:28:58,93,4,2
itertools.fixlen,5034,4510,2009-01-27.05:15:45,114,4,2
itertools.getitem(),1749857,22,2007-07-31.07:03:40,114,4,2
itertools.groupby has misleading doc string,27385,24171,2017-09-25.08:43:02,114,5,2
itertools.groupby not working as expected,14828,15986,2012-05-16.11:17:40,None,4,2
"itertools.groupby ungraceful, un-Pythonic",1212077,711,2005-06-03.21:10:51,None,4,2
itertools.groupby() can fail a C assert(),30347,43,2017-09-26.20:16:27,15623,4,2
itertools.groupby() leaks memory with circular reference,2246,4541,2008-10-20.21:43:09,114,4,2
itertools.groupby() returned igroup is only callable once,33681,28639,2018-05-29.12:12:54,None,4,2
itertools.grouper,6021,10066,2012-06-29.22:20:33,114,4,2
itertools.imerge: merge sequences,1185121,564,2005-08-24.09:03:42,114,4,2
itertools.islice not accepting np.int64,31097,26703,2017-08-05.03:07:56,None,4,2
itertools.islice stop argument is not optional,730685,301,2003-05-02.19:07:47,114,4,2
itertools.islice() doesn't release reference to the source iterator when the slice is exhausted,21321,19464,2014-04-29.10:27:27,114,4,2
itertools.islice() goes over all the pre-initial elements even if the iterable can seek,21744,415,2014-06-14.02:18:16,114,4,2
itertools.izip python code has a typo,5790,9511,2009-04-20.18:25:24,114,4,2
itertools.izip_longest docs don't specify default fillvalue,3447,9004,2008-07-25.17:02:23,93,4,2
itertools.permutations docstring is misleading,2536,3250,2008-06-10.12:48:35,None,4,2
itertools.permutations/.combinations should have len,27678,24175,2016-08-04.13:02:21,None,4,2
itertools.product docstring missing 'repeat' argument,5171,1118,2011-01-07.00:42:09,114,3,2
itertools.product with infinite iterator cause MemoryError.,10109,2100,2016-09-18.07:10:49,114,4,2
itertools.repeat does not accept None as an explicit count,34169,20004,2018-07-21.14:10:32,114,4,2
"itertools.tee causes segfault in a multithreading environment, while the equivalent implementation doesn't",24482,21996,2018-08-28.11:20:10,None,4,2
itertools.tee doesn't have a __sizeof__ method,19048,2040,2014-05-30.09:47:38,114,4,2
itertools.tee improve documentation,19441,18298,2013-11-11.14:20:30,114,5,1
itertools.tee not thread-safe; can segfault interpreter when wrapped iterator releases GIL,34410,29232,2018-09-08.13:42:03,15623,4,1
itertools.tee raises SystemError,1550714,1427,2006-09-05.02:31:05,35,4,2
itertools.tee raises SystemError,1550761,1427,2006-09-01.21:18:28,None,4,2
itertools.tee uses int for indices,19049,2040,2013-09-20.21:14:34,114,5,2
itertools.tee() can't accept keyword arguments,18310,12289,2014-01-04.07:30:00,114,5,2
itertools.zip_longest behaves strangely with an iterable class,7244,11409,2009-11-01.21:04:15,114,4,2
"itertools: problem with nested groupby, list()",8609,12318,2010-05-04.10:03:43,None,4,2
itertools: unlabelled balls in boxes,12961,13488,2011-09-25.02:50:51,114,5,2
itertoolsmodule.c: islice error messages (827190),830070,1483,2003-10-28.07:34:02,None,4,2
iterzip() implementation,549662,114,2002-05-08.07:54:12,None,4,2
izip fixer generates incorrect import statement,2468,8,2008-03-24.00:32:45,5862,4,2
"Jaguar ""install"" does not overwrite",602398,79,2003-01-15.23:56:30,79,4,2
Japanese Unicode Codecs,666484,2092,2004-02-06.03:22:59,None,5,2
Jitterbug cumbersome to use with offline cache (PR#148),210827,2,2000-08-02.00:35:56,None,4,2
join method for list and tuple,33214,26380,2018-04-06.16:29:01,None,4,1
join method of multiprocessing Pool object hangs if iterable argument of pool.map is empty,12157,14191,2012-06-07.22:18:20,None,4,2
Join started threads in tests,23799,15623,2015-04-04.06:53:34,15623,4,2
Jonathan Craft: Possible to-do addition (PR#116),210820,2,2000-09-16.22:06:40,19,4,2
"js_output wrong for cookies with "" characters",4860,9494,2009-04-02.03:04:54,1741,4,2
json and ElementTree parsers misbehave on streams containing more than a single object,14852,15998,2012-06-08.12:31:38,None,4,2
json C serializer performance tied to structure depth on some systems,6594,10911,2010-12-01.02:47:13,2040,5,2
json C vs pure-python implementation difference,14886,13573,2018-08-17.12:02:57,None,4,1
"json checks True/False by identity, not boolean value",4945,1595,2016-06-30.11:04:25,None,4,2
JSON crashes during encoding resized lists,16228,15623,2012-11-01.20:03:22,None,4,2
json custom encoder not fully functionnal,5535,10259,2009-03-22.20:15:33,886,4,2
json data iteration through loop in python,23045,20546,2014-12-13.05:05:30,None,4,2
JSON decoder reports wrong column number on first line,17225,17309,2013-02-21.18:56:10,15623,4,2
json docstrings on 3.x still use 'unicode' and 'str',9087,7047,2010-08-02.20:16:23,886,4,2
"json documentation missing load(), loads()",4782,245,2009-01-01.12:53:32,93,4,2
json dump fails for mixed-type keys when sort_keys is specified,25457,22659,2018-06-29.17:24:02,None,4,1
json encode/decode error,16710,17010,2012-12-18.10:24:42,None,4,2
JSON encode: more informative error,26623,23652,2016-04-10.12:48:02,15623,4,2
json encoder does not support JSONP/JavaScript safe escaping,18290,16731,2014-12-02.15:32:10,None,4,2
json encoder exception could be better,31994,27350,2017-11-10.19:33:35,None,4,2
json encoder unable to handle decimal,16535,7641,2017-03-05.13:39:41,None,4,1
Json error messages could provide more information about the error,16009,16564,2013-01-03.21:53:20,7047,4,2
json fails to serialise numpy.int64,24313,21905,2016-01-04.11:44:21,None,4,1
json float encoding incorrect for dbus.Double,27934,24520,2016-09-03.16:45:39,1118,4,2
json functions have too many positional parameters,18726,15623,2016-07-01.06:10:50,15623,5,2
json int encoding incorrect for dbus.Byte,33797,28711,2018-06-07.16:32:41,None,4,1
json iterencode can not handle general iterators,14573,14959,2018-04-14.16:05:14,15623,5,1
json library can't parse large (> 2^31) strings,16586,16933,2012-12-01.21:38:29,None,4,2
json library fails to serialize objects such as datetime,21543,18122,2014-05-20.17:36:36,None,4,2
json library is decoding/encoding when it should not,13212,15046,2014-11-27.19:34:05,886,3,2
json library needs a non-strict option to decode single-quoted strings,20298,13195,2014-01-21.05:14:38,None,4,2
json module apparently fails regression found at http://json.org/JSON_checker/test.zip.,7274,11432,2009-11-09.02:53:18,886,4,2
JSON module in standard library behaves incorrectly on input like a psutil constant,17377,17337,2013-03-07.14:17:34,None,4,2
json module ref leaks detected by test_json,30936,25294,2017-07-16.14:14:47,None,4,2
