QB_RECORD_ID,DATASETNAME,AGENCYNAME,AGENCYCODE,DATASETCLASSIFICATIONLEVEL,DATASETCLASSIFICATIONNAME,DATASETCLASSIFICATIONREASON,DATASETCATEGORY,DATASETTYPE,DATAOWNER,EARLIESTDATEOFRECORDS,UPDATEINTERVAL,SUMMARY,PUBLICINTRESTINDATAVALUE,DATASETURL,KEYWORDS,MODIFIEDDATE,PUBLISHED_DATE,OPENDATA_PORTAL,OBJECTID
5322,Public Sector Workers' Compensation Closed Claims,Office of Risk Management,ORM,level3,Confidential,"Confidential files containing personally identifiable information (Protected Health information (PHI) under the Health Insurance Portability and Accountability Act (HIPPA).
",Health,Database,Workers' Compensation Program,2005/01/01 05:00:00+00,Daily,"PSWCP relies on its Third Party Administrator to appropriately handle all claim documents. Each case receives a file, of these case files there are between 85-87 thousand closed files.",Unknown,,"Workers' Compesation, Claims, Closed",,2018/03/11 05:00:00+00,No,2399
5323,Public Sector Workers' Compensation Open Claim Files,Office of Risk Management,ORM,level3,Confidential,"Confidential files containing personally identifiable information (Protected Health information (PHI) under the Health Insurance Portability and Accountability Act (HIPPA).
",Health,Database,Workers' Compensation Program,2005/01/01 05:00:00+00,Daily,"PSWCP relies on its Third Party Administrator to appropriately handle all claim documents. Each case receives a file, of these cases open files are estimated at 2957 electronic files and 401 hard/physical files",Unknown,,"Workers' Compensation, Claims, Open",,2018/03/11 05:00:00+00,No,2400
5324,Public Sector Workers' Compensation Subrogation Files,Office of Risk Management,ORM,level3,Confidential,"Personally identifiable information (PII)may be contained in documents. May include information considered attorney-client privileged, legally privileged, and Protected Health Information (PHI).
",Administrative and Other Boundaries,Database,Office of Risk Management,2012/08/01 04:00:00+00,Monthly,Records of claims filed to retrieve monies for the District of Columbia,Unknown,,"Legal, Claims, Workers' Compensation",,2018/03/11 05:00:00+00,No,2401
5325,Vehicle Accountability Data,Office of Risk Management,ORM,level3,Confidential,"Personally identifiable information (PII) may be contained in documents. 
",Public Safety,Database,Risk Prevention and Safety Division,2009/01/01 05:00:00+00,Monthly,Researched driving records for all District employees who drive authorized district vehicles.,Unknown,,Driving records,,2018/03/11 05:00:00+00,No,2402
5326,Agency Emergency Risk Assessments,Office of Risk Management,ORM,level4,Restricted Confidential,"This documentation can not be shared with the public. This information may contain special security measures. Unauthorized disclosure could potentially cause major damage or injury, including death, to residents, agency workforce members, clients, partners, stakeholders, or others identified in the information.  The information in this dataset is exempt from disclosure under the FOIA exemption in D.C. Official Code § 2–534(a)(3) – Law Enforcement.
",Public Safety,Database,Risk Prevention and Safety Division,2009/01/01 05:00:00+00,Quarterly,"Risk Assessment and Control Committee (RACC) meetings
-	Quarterly agency RACC meeting minutes
Each agency has been asked to establish a management Risk Assessment and Control Committee (RACC) to meet quarterly and provide written documentation of the meeting and topics discussed.",Unknown,,"Agency, Risk, Committee",,2018/03/11 05:00:00+00,No,2403
5327,Self-Insurance Coverage,Office of Risk Management,ORM,level1,Public Not Proactively Released,"Not protected from public disclosure or subject to withholding under the law, regulation, or contract. Nevertheless, publication of the dataset on the public internet and exposure to search engines would potentially require subjective redaction and may expose the District to legal liability.
",Administrative and Other Boundaries,Other,Insurance Division,2016/01/01 05:00:00+00,Real-Time/Near Real-Time,"Self-Insured Coverage Information by line of Business
Self-Insured Notices
(Restricted to District Government, but available to public if requested) The District?s original self-insurance notices are either mailed to the respective third party or retained in a file cabinet.  Copies are e-mailed to the requesting agency and retained in ORM?s shared drive.",Unknown,,"Self-Insurance, Business",,2018/03/11 05:00:00+00,No,2404
5328,How Am I Driving Program Information,Office of Risk Management,ORM,level1,Public Not Proactively Released,Information used by the District to mitigate risk and to assist in needed training.,Public Safety,Database,Risk Prevention and Safety Division,2009/01/01 05:00:00+00,Real-Time/Near Real-Time,"This form is created by DCORM to aware agencies of driving complaints filed through the 311 call center, which is forwarded to the respective agency.",Unknown,,"Agency, Complaints",,2018/03/11 05:00:00+00,No,2405
5329,Risk Map Information,Office of Risk Management,ORM,level2,For District Government Use,"Not protected from public disclosure or subject to withholding under the law, regulation, or contract. Nevertheless, publication of the dataset on the public internet and exposure to search engines would potentially require subjective redaction and may expose the District to legal liability.
",Property and Land,Other,Tort Liability Division,2017/01/01 05:00:00+00,Monthly,"This is a data set that will eventually be used to track the most tort risks within the jurisdictional boundaries of Washington, DC.",No Requests,,"Tort, Risk",,2018/03/11 05:00:00+00,No,2406
5330,Nonpublic Placement & Monitoring_Level1,Office of the State Superintendent of Education,OSSE,level1,Public Not Proactively Released,"Requires subjective redaction because the information is not formalized for public consumption.
",Education,Database,OSSE - DAR,2017/12/06 05:00:00+00,Yearly,"The data contains nonpublic campus demographic, programmatic, historical certification, and visitor information along with Personally Identifiable Information (PII) on nonpublic staff.",Occasional Requests,,education,,2018/03/11 05:00:00+00,No,2407
5331,Nonpublic Placement & Monitoring,Office of the State Superintendent of Education,OSSE,level3,Confidential,Contains student data protected by the Family Educational Rights and Privacy Act (FERPA).,Education,Database,OSSE - DAR,2017/12/06 05:00:00+00,Yearly,"The data contains student level information, demographic information, Local Education Agency and Nonpublic school placement.",Occasional Requests,,education,,2018/03/11 05:00:00+00,No,2408
5332,Tuition,Office of the State Superintendent of Education,OSSE,level3,Confidential,Contains student data protected by the Family Educational Rights and Privacy Act (FERPA).,Education,Database,OSSE - DAR,2008/01/01 05:00:00+00,Yearly,The dataset contains personal information of out of district school student attending a public school in D.C.,Occasional Requests,,"Student first and last name, Out of state students,  Payment date",2017/12/06 05:00:00+00,2018/03/11 05:00:00+00,No,2409
5333,Student AP Results,Office of the State Superintendent of Education,OSSE,level3,Confidential,Contains student data protected by the Family Educational Rights and Privacy Act (FERPA).,Education,Other,OSSE - DAR,2009/09/01 04:00:00+00,Yearly,The dataset contains the result of each student who has taken an Advanced Placement (AP) exam.,Frequent Requests,,"education, College Board, AP, Advanced Coursework, Advanced Placement, Student Achievement",,2018/03/11 05:00:00+00,No,2410
5406,OVSJG Peer Review Summary Data ,Office of Victim Services and Justice Grants,OVSJG,level0,Open,,Public Safety,Database,OVSJG,2014/01/22 05:00:00+00,Yearly,Aggregate of non -PII data application data for OVSJG peer reviewers.,No Requests,,public safety,,2018/03/11 05:00:00+00,No,2411
5407,OVSJG Grant Award Summary Data ,Office of Victim Services and Justice Grants,OVSJG,level0,Open,,Public Safety,Database,OVSJG,2014/01/22 05:00:00+00,Yearly,Aggregate of non -PII data for OVSJG grantees.,Occasional Requests,,public safety,,2018/03/11 05:00:00+00,No,2412
5408,Victim Services Performance Measurement Initiative Summary Data,Office of Victim Services and Justice Grants,OVSJG,level0,Open,,Public Safety,Database,OVSJG,2016/05/24 04:00:00+00,Yearly,Aggregate of non -PII performance measurement data. ,Occasional Requests,,public safety,,2018/03/11 05:00:00+00,No,2413
5409,DC Reentry Services Summary Data ,Office of Victim Services and Justice Grants,OVSJG,level0,Open,,Public Safety,Database,OVSJG,2017/01/01 05:00:00+00,Quarterly,Aggregate of non -PII reentry service data.,Occasional Requests,,public safety,,2018/03/11 05:00:00+00,No,2414
5410,Private Security Camera Rebate Program Application Data ,Office of Victim Services and Justice Grants,OVSJG,level3,Confidential,This dataset contains applications which include  financial and Personally Identifiable Information (PII) that is excepted from FOIA.,Public Safety,Database,OVSJG,2017/12/04 05:00:00+00,Daily,Data collected for applicants to the Private Security Camera Rebate Program. ,Frequent Requests,,public safety,2017/12/04 05:00:00+00,2018/03/11 05:00:00+00,No,2415
5411,OVSJG Grant Award Data,Office of Victim Services and Justice Grants,OVSJG,level3,Confidential,This dataset contains applications which  include  Personally Identifiable Information (PII) that Is exempted from mandatory disclosure by FOIA.,Public Safety,Database,OVSJG,2014/01/01 05:00:00+00,Real-Time/Near Real-Time,"Data for all OVSJG grants including applications, financial and quarterly progress reports.",Occasional Requests,,public safety,,2018/03/11 05:00:00+00,No,2416
5412,OVSJG Peer Review Data ,Office of Victim Services and Justice Grants,OVSJG,level3,Confidential,This dataset includes data that is exempted from mandatory disclosure by FOIA because it is deliberative in nature. This data is protected under FOIA exemption 2-534(a)(4) - ‘’deliberative process privilege”. A public version of this dataset is available on OpenData.dg.gov as “OVSJG Grant Award Summary Data”.,Public Safety,Database,OVSJG,2014/01/22 05:00:00+00,Yearly,Detailed information about peer reviews of grant applications including scores and comments.,Occasional Requests,,public safety,,2018/03/11 05:00:00+00,No,2417
5413,DC Reentry Services Data ,Office of Victim Services and Justice Grants,OVSJG,level3,Confidential,"This dataset contains Personally Identifiable Information (PII), including potential Health Insurance Portability and Accountability Act (HIPAA)  protected data",Public Safety,Database,OVSJG,2017/01/01 05:00:00+00,Quarterly,Detailed information on re-entry clients served by OVSJG grantees.,Occasional Requests,,public safety,,2018/03/11 05:00:00+00,No,2418
5414,SUSO Student Referrals Data,Office of Victim Services and Justice Grants,OVSJG,level3,Confidential,Dataset includes student records which are protected by the Family Educational Rights and Privacy Act (FERPA).,Public Safety,Database,OVSJG,2014/10/01 04:00:00+00,Daily,Elementary and Middle school students with 5 or more unexcused absences referred to the SUSO Truancy Program,No Requests,,"public safety, truancy",,2018/03/11 05:00:00+00,No,2419
