
"Category Type","Title","DOI","URL","Citation","Abstract","Authors","Keywords","Full Text","Year of Publication","Conference"
"Working Papers","A Qualitative Data Model for DDI","10.3886/DDIWorkingPaper05","","Hoyle L, Corti L, Gregory A, Martinez A, Wackerow J, Alvar E, Cabrera NBetancort, Gallagher D, Gebel T, Hautamaki J et al..  
2012.  A Qualitative Data Model for DDI. DDI Working Paper Series (Other Topics). ","This paper, informed by key qualitative data use cases, presents a model describing qualitative data.
The Qualitative Data Model Working Group was established in January 2010 with the charge “To develop a robust XMLbased schema for qualitative data exchange (compliant with DDI) and encourage tools development based upon these needs.” This report describes the preliminary model developed by that group via online meetings, and working meetings in Gothenburg (2011) and Bergen (2012).  This model, described in UML, was developed to cover three main scenarios:  1. Qualitative data collections needing metadata at the object level only  2. Qualitative data collections where segments of objects need to be delineated and described and where segments of different physical representations of the same logical objects possibly need to be linked 3. Qualitative data collections as in the second case where related quantitative data have been generated through techniques such as text mining 
","L. Hoyle; L. Corti; A. Gregory; A. Martinez; J. Wackerow; E. Alvar; N.Betancort Cabrera; D. Gallagher; T. Gebel; J. Hautamaki; A. Kuula; S. McEachern; C. Zuell","","","2012",""
"Presentations","REDCap and DDI ","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Hoyle L.  
2012.  REDCap and DDI . ","","L. Hoyle","","","2012","EDDI"
"Workshops","Workshop: Hands on DDI 3 with Colectica","10.5281/zenodo.3781320","https://doi.org/10.5281/zenodo.3781320","Iverson J.  
2012.  Workshop: Hands on DDI 3 with Colectica. ","","J. Iverson","","","2012","IASSIST"
"Presentations","Keeping up with Colectica","","https://iassistdata.org/conferences/archive/2012-washington/","Iverson J.  
2012.  Keeping up with Colectica. ","","J. Iverson","","","2012","IASSIST"
"Workshops","Hands on DDI 3 with Colectica","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Iverson J, Smith D.  
2012.  Hands on DDI 3 with Colectica. ","","J. Iverson; D. Smith","","","2012","EDDI"
"Posters","Colectica: Data Management with DDI 3","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Iverson J, Smith D.  
2012.  Colectica: Data Management with DDI 3. ","","J. Iverson; D. Smith","","","2012","EDDI"
"Presentations","DDI-Lifecycle Infrastructure at DDA","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Jensen J.  
2012.  DDI-Lifecycle Infrastructure at DDA. ","","J. Jensen","","","2012","EDDI"
"Posters","DdiEditor","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Jensen J.  
2012.  DdiEditor. ","","J. Jensen","","","2012","EDDI"
"Posters","DdiXslt","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Jensen J.  
2012.  DdiXslt. ","","J. Jensen","","","2012","EDDI"
"Working Papers","Using RDF to Describe and Link Social Science Data to Related Resources on the Web: Leveraging the Data Documentation Initiative (DDI) Model","10.3886/DDISemanticWeb01","","Kramer S, Leahey A, Southall H, Vompras J, Wackerow J.  
2012.  Using RDF to Describe and Link Social Science Data to Related Resources on the Web: Leveraging the Data Documentation Initiative (DDI) Model. DDI Working Paper Series (Semantic Web). ","This paper looks at leveraging DDI to enable semantic linking of social science data to other data and related resources on the Web and is organized into five use cases: (1) Linking related publications; (2) Linking people and organizations; (3) Linking geography; (4) Linking related studies; (5) Linking to licenses.
","S. Kramer; A. Leahey; H. Southall; J. Vompras; J. Wackerow","","","2012",""
"Presentations","Generic Statistical Information Model – Overview and Introduction","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Lalor T, Vale S.  
2012.  Generic Statistical Information Model – Overview and Introduction. ","","T. Lalor; S. Vale","","","2012","EDDI"
"Posters","The Generic Statistical Information Model (GSIM) ","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Lalor T.  
2012.  The Generic Statistical Information Model (GSIM) . ","","T. Lalor","","","2012","EDDI"
"Presentations","DDI-L in the Production of Official Statistics ","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Nielsen MGrosen, Jensen J.  
2012.  DDI-L in the Production of Official Statistics . ","","M.Grosen Nielsen; J. Jensen","","","2012","EDDI"
"Presentations","Keynote: Ideas about Statistical Data Archives and Services","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Nordbotten S.  
2012.  Keynote: Ideas about Statistical Data Archives and Services. ","","S. Nordbotten","","","2012","EDDI"
"Presentations","DDI-RDF - Trouble with Triples","10.5281/zenodo.3781364","https://doi.org/10.5281/zenodo.3781364","Olsson O, Bosch T, Zapilko B, Gregory A, Wackerow J.  
2012.  DDI-RDF - Trouble with Triples. ","","O. Olsson; T. Bosch; B. Zapilko; A. Gregory; J. Wackerow","","","2012","IASSIST"
"Presentations","DDI Resource Packages and How They Can Be Used in the Data Production Process ","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Orten H, Wackerow J.  
2012.  DDI Resource Packages and How They Can Be Used in the Data Production Process . ","","H. Orten; J. Wackerow","","","2012","EDDI"
"Presentations","Making the best of existing tools for enhancing documentation","10.5281/zenodo.3781354","https://doi.org/10.5281/zenodo.3781354","Perret A.  
2012.  Making the best of existing tools for enhancing documentation. ","","A. Perret","","","2012","IASSIST"
"Presentations","RODA Infrastructure for Data and Metadata","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Rentea C.  
2012.  RODA Infrastructure for Data and Metadata. ","","C. Rentea","","","2012","EDDI"
"Presentations","Implementation of DDI in the National Institute of Statistics and Geography of Mexico","","https://iassistdata.org/conferences/archive/2012-washington/","Rodriguez EM.  
2012.  Implementation of DDI in the National Institute of Statistics and Geography of Mexico. ","","E.M. Rodriguez","","","2012","IASSIST"
"Presentations","Linking Study Descriptions to the Linked Open Data (LOD) Cloud","10.5281/zenodo.3781360","https://doi.org/10.5281/zenodo.3781360","Schaible J, Zapilko B, Zenk-Moeltgen W.  
2012.  Linking Study Descriptions to the Linked Open Data (LOD) Cloud. ","","J. Schaible; B. Zapilko; W. Zenk-Moeltgen","","","2012","IASSIST"
"Presentations","Data without Boundaries: A European Project to Enhance Access to Official Microdata","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Silberman R, Wolf C.  
2012.  Data without Boundaries: A European Project to Enhance Access to Official Microdata. ","","R. Silberman; C. Wolf","","","2012","EDDI"
"Presentations","Implementing a Longitudinal Data Portal with a Customized Version of Questasy","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Sissala TErik.  
2012.  Implementing a Longitudinal Data Portal with a Customized Version of Questasy. ","","T.Erik Sissala","","","2012","EDDI"
"Presentations","Accessing DDI 3 as Linked Data - Colectica RDF Services","10.5281/zenodo.3781362","https://doi.org/10.5281/zenodo.3781362","Smith D.  
2012.  Accessing DDI 3 as Linked Data - Colectica RDF Services. ","","D. Smith","","","2012","IASSIST"
"Presentations","Managing Private and Public Views of DDI Metadata Repositories ","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Smith D.  
2012.  Managing Private and Public Views of DDI Metadata Repositories . ","","D. Smith","","","2012","EDDI"
"Presentations","Metadata-driven Survey Design at the Australian Bureau of Statistics","10.5281/zenodo.3781416","https://doi.org/10.5281/zenodo.3781416","Spencer SC.  
2012.  Metadata-driven Survey Design at the Australian Bureau of Statistics. ","","S.C. Spencer","","","2012","IASSIST"
"Workshops","Workshop: Data and Metadata Management Using DDI","10.5281/zenodo.3781318","https://doi.org/10.5281/zenodo.3781318","Thomas W.  
2012.  Workshop: Data and Metadata Management Using DDI. ","","W. Thomas","","","2012","IASSIST"
"Workshops","Data and Metadata Management Using DDI","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Thomas W, Hebing M.  
2012.  Data and Metadata Management Using DDI. ","","W. Thomas; M. Hebing","","","2012","EDDI"
"Presentations","DDI Specification: Current Status and Outlook","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Thomas W.  
2012.  DDI Specification: Current Status and Outlook. ","","W. Thomas","","","2012","EDDI"
"Presentations","Survey Data Management and Combined use of DDI and SDMX","","https://web.archive.org/web/20220628180546/https://slidetodoc.com/survey-data-management-and-combined-use-of-ddi/","Unknown.  
2012.  Survey Data Management and Combined use of DDI and SDMX. ",""," Unknown","","","2012",""
"Presentations","Supporting the Sharing of Longitudinal Health Data","10.5281/zenodo.3781418","https://doi.org/10.5281/zenodo.3781418","Van den Eynden V.  
2012.  Supporting the Sharing of Longitudinal Health Data. ","","V. Van den Eynden","","","2012","IASSIST"
"Presentations","Data Management, DDI-based Documentation, and Visualization of Business and Organizational Research Data at the DSZ-BO","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Vompras J.  
2012.  Data Management, DDI-based Documentation, and Visualization of Business and Organizational Research Data at the DSZ-BO. ","","J. Vompras","","","2012","EDDI"
"Presentations","A DDI resource package for the International Standard for Classification of Education (ISCED)","10.5281/zenodo.3781485","https://doi.org/10.5281/zenodo.3781485","Wackerow J, Orten H.  
2012.  A DDI resource package for the International Standard for Classification of Education (ISCED). ","","J. Wackerow; H. Orten","","","2012","IASSIST"
"Presentations","DDI Lifecycle: Moving Forward – Outcome of the Recent Workshop in Dagstuhl ","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Wackerow J.  
2012.  DDI Lifecycle: Moving Forward – Outcome of the Recent Workshop in Dagstuhl . ","","J. Wackerow","","","2012","EDDI"
"Presentations","Open Source Solutions for Open Microdata: The IHSN Tools","10.5281/zenodo.3781432","https://doi.org/10.5281/zenodo.3781432","Welch M, Dupriez O.  
2012.  Open Source Solutions for Open Microdata: The IHSN Tools. ","","M. Welch; O. Dupriez","","","2012","IASSIST"
"Presentations","Question Bank Cultural Changes in the Netherlands, Moving from DDI Codebook to DDI Lifecycle ","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Wittenberg M, de Vet E.  
2012.  Question Bank Cultural Changes in the Netherlands, Moving from DDI Codebook to DDI Lifecycle . ","","M. Wittenberg; E. de Vet","","","2012","EDDI"
"Presentations","Feature Enhancement of Easy DDI Organizer (EDO)","10.5281/zenodo.3781412","https://doi.org/10.5281/zenodo.3781412","Yonekura Y, Sato K, Maeda Y.  
2012.  Feature Enhancement of Easy DDI Organizer (EDO). ","","Y. Yonekura; K. Sato; Y. Maeda","","","2012","IASSIST"
"Presentations","Migrating a Large Collection to DDI-Lifecycle","10.5281/zenodo.3781408","https://doi.org/10.5281/zenodo.3781408","Zenk-Möltgen W.  
2012.  Migrating a Large Collection to DDI-Lifecycle. ","","W. Zenk-Möltgen","","","2012","IASSIST"
"Presentations","Sharing Category Systems for Survey Items with Others in DDI-Lifecycle Format","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Zenk-Möltgen W.  
2012.  Sharing Category Systems for Survey Items with Others in DDI-Lifecycle Format. ","","W. Zenk-Möltgen","","","2012","EDDI"
"Posters","Towards a DDI Backend Architecture - Sharing DDI-related Software Modules","","https://www.eddi-conferences.eu/wp-content/uploads/2020/02/04_EDDI_2012_Bergen_program.pdf","Zloch M, Bosch T, Wegener D.  
2012.  Towards a DDI Backend Architecture - Sharing DDI-related Software Modules. ","","M. Zloch; T. Bosch; D. Wegener","","","2012","EDDI"
"Presentations","Keeping up with Questasy","10.5281/zenodo.3781569","https://doi.org/10.5281/zenodo.3781569","Amin A.  
2011.  Keeping up with Questasy. ","","A. Amin","","","2011","IASSIST"
"Working Papers","Representing and Utilizing DDI in Relational Databases ","10.3886/DDIOtherTopics02","","Amin A, Barkow I, Kramer S, Schiller D, Williams J.  
2011.  Representing and Utilizing DDI in Relational Databases . DDI Working Paper Series (Other Topics). ","The Data Documentation Initiative (DDI) metadata specification 1 is expressed in the form of XML schema. With version 3, the DDI specification has become quite complex, including 21 namespaces and 846 elements 2 . Organizations employing DDI, or considering doing so, may want to 1. Store and manage the metadata elements in relational databases, for reasons of integration with existing systems, familiarity with the concepts of relational databases (such as Structured Query Language), systems performance, and/or other reasons 2. Select only the subset of the available DDI metadata elements that is of utility to their work, and have the flexibility of capturing metadata they need that would not fit into the DDI model This paper discusses advantages and disadvantages of the relational database approach to managing DDI. It also describes methods for modeling DDI in relational databases and for formally defining subsets of DDI to employ in this environment. 
","A. Amin; I. Barkow; S. Kramer; D. Schiller; J. Williams","","","2011",""
