Completion time,Business name,"Doing Business As (DBA), if applicable [optional]",Business primary website,Business primary contact email address,Business primary phone number [optional],Business primary street address,Business city,Business state abbreviation ,Business zipcode,Business country,"If the primary business address does not comport to the format for #6-10, please type the address in the box below:",Does the business collect the personal information of minors?,Does the business collect consumers' precise geolocation?,Does the business collect consumers' reproductive health care data?,"Paste a link to a page on the business's website that contains details on how consumers may exercise their privacy rights by doing all of the following: 

Deleting personal information
Correcting ...",Is the business or any of it's subsidiaries regulated by the federal Fair Credit Reporting Act (FCRA)?,"If the business answered yes to #16, explain below to what extent the business or any of it's subsidiaries are regulated by FCRA:",Is the business or any of its subsidiaries regulated by the Gramm-Leach-Bliley Act and implemented regulations (GLBA)?,"If the business answered yes to #18, explain below to what extent the business or any of it's subsidiaries are regulated by GLBA:",Is the business or any of its subsidiaries regulated by the Insurance Information and Privacy Protection Act (IIPA)?,"If the business answered yes to #20, explain below to what extent the business or any of it's subsidiaries are regulated by IIPPA:",Is the business or any of its subsidiaries regulated by the Confidentiality of Medical Information Act (CMIA)?,"If the business answered yes to #22, explain below to what extent the business or any of it's subsidiaries are regulated by CMIA:","Is the business or any of its subsidiaries regulated by the privacy, security, and breach notification rules established pursuant to the Health Insurance Portability and Accountability Act (HIPAA)?","If the business answered yes to #24, explain below to what extent the business or any of it's subsidiaries are regulated by HIPAA:",Any additional information or explanation concerning the business's data collection practices the business would like to provide?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 11:34:04,"DonorBase, LLC",DonorBase,https://www.dataaxlenonprofit.com,doba_privacy@donorbase.com,(402) 836-3377,"13155 Noel Rd, #1750",Dallas,TX,75240,USA,,No,No,No,https://www.data-axle.com/do-not-sell-my-data/ ,No,,No,,No,,No,,No,,"You may contact us directly at doba_privacy@donorbase.com in order to have your name removed from our database. When you do this, please provide your current address, your email address, and any prior home or email addresses you would like “opted out” of our marketing databases. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 11:34:37,"Demand Science US, LLC",,https://www.demandscience.com,legal@demandscience.com,,"222 Rosewood Drive, 8th Floor",Danvers,MA,01923,USA,,No,No,No,https://demandscience.com/privacy-policy-ccpa/,No,,No,,No,,No,,No,,Nothing additional.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 11:42:15,Data Axle Inc. ,Data Axle,https://www.data-axle.com,privacyteam@data-axle.com ,(402) 836-3377,"13155 Noel Rd, #1750",Dallas,TX,75240,USA,,Yes,No,No,https://www.data-axle.com/do-not-sell-my-data/  ,No,,No,,No,,No,,Yes,Data Axle is regulated by HIPAA in its capacity as the Business Associate of several of its customers that are Covered Entities,"The information that we handle is mostly collected through relationships Data Axle possesses with other companies such as data suppliers, business partners, data services providers, agencies, and our clients. 

Data Axle may collect or store Personal Information (“PI”) by using cookies, web beacons, and similar technologies. PI can be collected when individuals provide us information through our website, such as to request or download information, sign up for a newsletter, event or service, or log in to a service or application we provide. Non-Personal Information may be collected when individuals visit Data Axle's website. 

Individuals can unsubscribe from our corporate emails by accessing the “opt out” or “unsubscribe” link provided in the footer of each email sent. Additionally, at the bottom of our website, there is a place to click on “do not sell or share my data”, as well as a link to our privacy policy. An individual may go directly to: www.data-axle.com/do-not-sell-my-data/ to opt out and to make do not sell requests or email privacyteam@data-axle.com for any CCPA requests. A protected individual may email privacyteam@data-axle.com to ask for deletion of information.

Please visit our privacy policy at www.data-axle.com/privacy-policy/ for additional information about data collecting practices.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 11:52:35,Consumerbase LLC ,Exact Data,https://www.exactdata.com,privacy@exactdata.com ,(402) 836-3377,"13155 Noel Rd, #1750",Dallas,TX,75240,USA,,No,No,No,https://www.data-axle.com/do-not-sell-my-data/,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 12:09:51,"FinThrive Healthcare, Inc.",FinThrive,https://www.finthrive.com,tuhc@finthrive.com,855-828-3146,7950 Legacy Drive,Plano,TX,75024,USA,,No,No,Yes,https://finthrive.com/privacy-policy,No,,No,,No,,Yes,"As a business associate to covered entities we receive PHI in order to perform services, but our use of PHI is limited by the Master Services Agreement and Business Associate Agreement.",Yes,"As a business associate to covered entities we receive PHI in order to perform services, but our use of PHI is limited by the Master Services Agreement and Business Associate Agreement.",None.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 12:11:02,SentiLink Corp,,https://www.sentilink.com,privacy@sentilink.com,,33 New Montgomery St. Suite 500,San Francisco,CA,94105,USA,,No,No,No,https://www.sentilink.com/privacy-policy,No,,Yes,Presently all data collected by SentiLink is collected for fraud prevention purposes pursuant to the under the Gramm-Leach­-Bliley Act of 1999 and its promulgating regulations.,No,,No,,No,,Please note that all data collected by SentiLink is collected for fraud prevention purposes pursuant to the under the Gramm-Leach­-Bliley Act of 1999 and its promulgating regulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 12:19:40,GetConversionData Inc.,Enriched,https://www.getenriched.io,admin@getconversiondata.com,,4409 Avenue A Apt 201,Austin ,TX,78751,USA,,No,No,No,https://getenriched.io/privacy-policy/,No,,No,,No,,No,,No,,None.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 12:26:14,"TSG Holdco, LLC",,https://www.finthrive.com,tsg@finthrive.com,855-828-3148,7950 Legacy Drive Suite 900,Plano,TX,75024,USA,,No,No,Yes,https://finthrive.com/privacy-policy,Yes,"A wholly owned subsidiary of TSG Holdco, LLC (Equation Consulting, LLC) is a reseller consumer reporting agency. ",Yes,"TSG Holdco, LLC resells data that is regulated by GLBA.",No,,Yes,"As a business associate to covered entities we receive PHI in order to perform services, but our use of PHI is limited by the Master Services Agreement and Business Associate Agreement.",Yes,"As a business associate to covered entities we receive PHI in order to perform services, but our use of PHI is limited by the Master Services Agreement and Business Associate Agreement.",None. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 12:33:21,NFocus Consulting Inc,,https://www.n-focus.com,consumer@n-focus.com,7406545809,"1594 Hubbard Drive 
",Lancaster,OH,43130,USA,,No,No,No,https://www.n-focus.com/do-not-sell-or-share-my-personal-information/,No,,No,,No,,No,,No,,"NFocus doesn't actually collect any information, we are a data reseller and not a compiler.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 12:58:17,"Nexxen, Inc.",,https://www.nexxen.com,compliance@nexxen.com,,"100 Redwood Shores Parkway, 3rd Floor",Redwood City,CA,94065,USA,,No,No,No,https://yourdata.rhythmone.com,No,,No,,No,,No,,No,,www.tremorinternational.com/privacy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 13:05:17,"AtData, LLC",,https://www.atdata.com,privacy@atdata.com,,770 Legacy Pl,Dedham,MA,02026,USA,,No,No,No,https://www.atdata.com/ccpa-form,No,,No,,No,,No,,No,,"Consumers may opt out or demand deletion by using the following form: www.atdata.com/ccpa-form , by emailing privacy@atdata.com, or mailing to
AtData, LLC
Attn: Privacy Officer
770 Legacy Pl
Dedham, MA 02026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 14:10:06,"Komodo Health, Inc.",,https://www.komodohealth.com,trust-and-safety@komodohealth.com,,"680 Folsom Street, 5th Floor",San Francisco,CA,94107,USA,,No,No,No,https://www.komodohealth.com/privacy-notice,No,,No,,No,,No,,No,,"To learn more about our privacy practices and how a consumer can submit a consumer request through one of our designated methods, we invite you to visit our published privacy notice located on our website at www.komodohealth.com/privacy-notice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 14:36:32,"Media Resource Group, Inc.",,https://www.mrginc.com,aliciab@mrginc.com,,PO Box 335,Bedford Hills,NY,10507,USA,,No,No,No,https://www.mrginc.com/privacy-policy,No,,No,,No,,No,,No,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 14:43:55,Jigyasa Analytics LLC,,https://www.jigyasaanalytics.com,info@jigyasaanalytics.com,,440 Millburn Avenue,Millburn,NJ,07041,USA,,No,No,No,https://jigyasaanalytics.com/contact-us,No,,No,,No,,No,,No,,"Jigyasa Analytics does not own or aggregate data, but is a reseller of data provided by major compilers.  Customers may contact Jigyasa Analytics via its website, email or mail to be removed from a list supplied by Jigyasa Analytics.  Upon request to be removed from a list, Jigyasa Analytics will promptly have it done by the data source. Records would be flagged as a ""Do Not Rent"" at that time and any new orders processed by Jigyasa Analytics will not have the record included.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 16:07:22,"Spokeo, Inc.","freepeopledirectory.com, peoplewin.com, thatsthem.com",https://www.spokeo.com,legal@spokeo.com,,"199 S. Los Robles Avenue, Suite 711",Pasadena,CA,91101,USA,,No,No,No,https://www.spokeo.com/privacy-policy,No,,No,,No,,No,,No,,"The information sold by Spokeo consists of ""publicly available information"" as defined by the California Privacy Rights Act, which is excluded from the definition of ""personal information"" and is subject to First Amendment protections for free speech.  
 
Nevertheless, Spokeo elects to be included in this registry to inform CA residents about the nature of the publicly available information that Spokeo provides on its websites and how to opt-out.
 
The categories of publicly available information that are available on Spokeo’s websites are described in Spokeo's Privacy Policy located at https://www.spokeo.com/privacy-policy and in the ""Where does Spokeo's profile data come from?"" section on this webpage: https://www.spokeo.com/privacy/control/all-categories.
 
Spokeo enables all consumers, including CA residents, to opt out from having their publicly available information available on Spokeo's websites. Consumers may complete their opt out request online by using our self-help tool located at https://www.spokeo.com/optout.  As of the writing of this registration, an opt out completed from this page will opt a consumer out from all Spokeo websites except Thatsthem.com.  To opt out from having their publicly available information available on Thatsthem.com, consumers may submit their opt out request at https://www.thatsthem.com/optout.
 
Consumers may also submit their opt-out request by contacting Spokeo Customer Care via any of the contact methods listed at https://www.spokeo.com/contact (which includes a nationwide toll free number).  Spokeo's Customer Care agents will gladly assist consumers with completing an opt out request for all of Spokeo's websites.

Nevertheless, Spokeo elects to be included in this registry to inform CA residents about the nature of the information that Spokeo sells and how to opt-out from having publicly available information about them available for sale on Spokeo's websites.

The categories of publicly available information that Spokeo sells are described in Spokeo's Privacy Policy located at www.spokeo.com/privacy-policy and in the ""Where does Spokeo's profile data come from?"" section on this webpage:www.spokeo.com/privacy/control/all-categories.

Spokeo enables all consumers, including CA residents, to opt out from having their publicly available information available for sale on Spokeo's websites. Consumers may complete their opt out request online by using our self-help tool located at www.spokeo.com/optout.  As of the writing of this registration, an opt out requested completed from this page will opt a consumer out from all Spokeo websites except Thatsthem.com.  

To opt out from having their publicly available information available for sale on Thatsthem.com, consumers may submit their opt out request at thatsthem.com/optout.

Consumers may also submit their opt-out request by contacting Spokeo Customer Care via any of the contact methods listed at www.spokeo.com/contact (which includes a nationwide toll free number).  Spokeo's Customer Care agents will gladly assist consumers with completing an opt out request for all of Spokeo's websites.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/24 16:36:37,PublicNSA LLC,BIGDBM,https://www.bigdbm.com,brad@bigdbm.com,3365587717,"9499 Collins Ave, Unit 509",Surfside,FL,33154,USA,,No,No,No,https://bigdbm.com/privacy-policy/,No,,No,,No,,No,,No,,"Our data includes demographic, lifestyle, behavioral, and transactional data aggregated
from third-party data compilers. Our data is derived from public records, warranty cards,
consumer surveys, e-commerce websites, and other response-based sources in
compliance with applicable laws. In addition, some of our sources employ predictive
models using known consumer data points to assess a consumer’s propensity towards
certain buying behaviors.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/24 13:22:53,"Tinuiti, Inc. ",,https://www.tinuiti.com,hello@tinuiti.com,,1229 Chestnut Street Front 1 #404 ,Philadelphia,PA,19107,USA,,No,Yes,No,https://tinuiti.com/california-privacy-notice/,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/24 13:35:54,National Search Association Corp,Absolute People Search,https://www.absolutepeoplesearch.com,contact@absolutepeoplesearch.com,,P.O. Box 460931,Aurora,CO,80015,USA,,No,No,No,https://absolutepeoplesearch.com/regulatory_request.php,No,,No,,No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/24 23:39:06,L.S. Mobile Apps Holding Ltd,,https://www.lsmapps.com,guy.hamawi@lsmapps.com,,,,,,Israel,"121 Begin road, Tel-Aviv, Israel, 6701203",No,No,No,https://www.lsmapps.com/privacy-center,No,,No,,No,,No,,No,,see our privacy policy at: www.lsmapps.com/privacy-policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/24 12:33:44,"Semasio, Inc.",,https://www.semasio.com,info@semasio.com,,"Semasio c/o Casters Holdings, Inc. 2045 W. Grand Ave Ste B PMB 24164","Chicago, IL",IL,24164,USA,,No,No,No,https://www.semasio.com/legal/semasio-privacy-policy,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/24 12:54:37,Casters Holdings LLC,Fyllo,https://www.hellofyllo.com,info@hellofyllo.com,,"Fyllo c/o Casters Holdings, Inc. 2045 W Grand Ave Ste B PMB 24164",Chicago,IL,60612,USA,,No,No,No,https://www.hellofyllo.com/legal/fyllo-marketing-services-privacy-policy,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/24 18:48:35,Near North America Inc.,,https://www.near.com,privacy@near.com,,"100 W Walnut St., 4th Floor",Pasadena,CA,91124,USA,,No,Yes,No,https://near.com/privacy-policy/#privacy-ccpa,No,,No,,No,,No,,No,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/24 18:54:54,Near Intelligence Pte. Ltd.,,https://www.near.com,privacy@near.com,,"100 W. Walnut St, 4th Floor",Pasadena,CA,91124,USA,,No,Yes,No,https://near.com/privacy-policy/#privacy-ccpa,No,,No,,No,,No,,No,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/24 5:48:30,Outbrain Inc.,Nil,https://www.outbrain.com,privacyquestions@outbrain.com,,"111 West 19th Street, third floor",New York,NY,10011,USA,,No,No,No,https://my.outbrain.com/recommendations-settings/home (the Interest Profile Page) ,No,,No,,No,,No,,No,,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/24 5:48:45,CRISIL Irevna US LLC,N/A,https://www.greenwich.com,Privacy1@crisil.com,+1 404-558-1299,55 Water St.,New York,NY,10041,USA,,No,No,No,https://www.crisil.com/en/home/crisil-privacy-notice.html,No,,No,,No,,No,,No,,"CRISIL licenses demographic information on US businesses,  including names and contact information of business owners, from a registered data broker. CRISIL appends additional, non-PII information about business opportunities with these companies based on our propriety analytics and makes this dataset (including the demographic information) available to our customers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/24 6:15:02,Audiencerate Limited,,https://www.audiencerate.com,admin@audiencerate.com,,7 Bell Yard,London,UK,WC2A 2JR,United Kingdom,,No,No,No,https://www.audiencerate.com/privacy,No,,No,,No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/24 6:52:05,"Moody's Analytics, Inc. ",,https://www.moodysanalytics.com,privacy@moodys.com,,7 World Trade Center 250 Greenwich Street,New York,NY,10007,USA,,No,No,No,https://www.moodys.com/privatepolicy.aspx?lang=en&cy=global,No,,No,,No,,No,,No,,Moody’s Analytics is not a financial institution that is directly subject to the GLBA requirements but acts as a service provider to some financial institutions that may be subject to the GLBA requirements.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/24 8:45:41,"Predictive Pop, Inc.",Audigent,https://www.audigent.com,shane@audigent.com,9294839229,"200 Varick Street, Suite 514",New York,NY,10014,USA,,No,No,No,https://audigent.com/privacy-center/,No,,No,,No,,No,,No,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/24 9:41:26,Realeflow LLC,,https://www.realeflow.com,tradigan@realeflow.com,,150 Pearl Road,Brunswick ,OH,44212,USA,,No,No,No,https://cdn.realeflow.com/privacy-policy.pdf,No,,No,,No,,No,,No,,No additional information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/24 9:44:18,VentiveIQ LLC ,,https://www.ventiveiq.com,privacy@ventiveiq.com,,103 Carnegie center suite 300,Princeton ,NJ,08540 ,USA,,No,No,No,https://privacyportal.privacypillar.com/dsar/form?orgid=0c31c814-ea86-461f-8ccb-294f05bc74c3&propid=cc95835d-7719-4336-b0c4-18146e5d000a&formid=4348f332-6917-4566-8c56-6fc9eb57097f&status=publish,No,,No,,No,,No,,No,,"VentiveIQ compiles public data from various sources like white & yellow pages, social networks, surveys, and more, gathering demographic details, contact info, and interests. This data is organized into profiles and used to create targeted online marketing segments, following industry guidelines. We never gather sensitive data like Social Security or Credit Card numbers for marketing.

We may collect, share, or sell user data with third-parties. These third parties including marketing consultants, advertisers, advertising technology platforms, and data preparation and processing services. Third parties may combine user data with data collected across the internet or from other sites. This data is used to recognize users across platforms for advertising and analytics purposes, such as targeting ads based on past purchases or website visits.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/24 10:57:00,Qualfon,,https://www.qualfon.com,consumerprivacy@qualfon.com,,"13700 Oakland Ave.
",Highland Park,MI,48203,USA,,No,No,No,https://qualfon.com/privacy-policy/,No,,No,,No,,No,,Yes,As a Service Provider in a First Tier Downstream Entity position.,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
