Data Element Name,Preferred Physical Name,Subject Category Code,Description Text,Data Type Code,Maximum Length,Precision Number,Pattern Text,Unit of Measure,Value Domain,Business Owner Name,Data Asset Abbreviation,Data Asset Name,System Number
High Severity Longitudinal Joint Spalling Length,LONG_SPALLING_L_H,,Length of high severity spalling of longitudinal joints. (spalls greater than 150 mm measured to center of joint with loss of material.),Decimal,4,1,,m,,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Non-Wheel Path Longitudinal Crack Length,LONG_CRACK_NWP_L_H,,"Length of high severity, non-wheel path longitudinal cracking. (mean crack width greater than 19 mm or under 19 mm with adjacent moderate to high severity random cracking.)",Decimal,4,1,,m,,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Non-Wheel Path Well-Sealed Longitudinal Crack Length,LONG_CRACK_NWP_SEAL_L_H,,"Length of high severity, well sealed non-wheel path longitudinal cracking. (mean crack width greater than 19 mm or under 19 mm with adjacent moderate to high severity random cracking.)",Decimal,4,1,,m,0 - 465,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Patches Area,PATCH_A_H,,Area of patching with high severity distress or patch deterioration.,Decimal,4,1,,sq m,0 - 325,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Patches Number,PATCH_NO_H,,Number of patches/patch deteriorations with high severity distress of any type.,Integer,3,0,,,0 - 100,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Pothole Area,POTHOLES_A_H,,Area of high severity potholes (more than 50 mm deep).,Decimal,4,2,,sq m,0 - 165,HRDI,LTPP,Long-Term Pavement Performance,Single System
Host_Name,Host_Name,,,Character,150,,,,,HPPI,TMAS,Travel Monitoring Analysis System,
High Severity Potholes Number,POTHOLES_NO_H,,Number of high severity potholes (more than 50 mm deep).,Integer,3,0,,,0 - 100,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Punchout Area,PUNCHOUTS_A_H,,Area of high severity punchouts.,Decimal,5,2,,sq m,,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Punchouts Number,PUNCHOUTS_NO_H,,Number of high severity punch outs. (spalling of at least 150 mm or concrete punched down at least 13 mm.),Integer,3,0,,,0 - 75,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Rigid Patch Area,PATCH_RIGID_A_H,,Area of rigid patching showing high severity distress of any type or settlement of 6 mm or more at the perimeter.,Decimal,4,1,,sq m,,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Rigid Patch Number,PATCH_RIGID_NO_H,,Number of rigid patches showing high severity distress of any type or settlement of 6 mm or more at the perimeter.,Integer,3,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Transverse Crack Length,TRANS_CRACK_L_H,,Length of high severity transverse cracking. (crack mean width greater than 19 mm or under 19 mm with adjacent moderate to high severity random cracking.),Decimal,5,1,,m,,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Transverse Joint Seal Damage Number,JOINT_SEAL_TRANS_NO_H,,Number of transverse joints with high severity seal damage (damage over more than 50 percent of joint).,Integer,3,0,,,0 - 300; except SHRP_ID like %0602 or %0605: 0 - 600,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Transverse Spalling Length,TRANS_SPALLING_L_H,,Length of high severity spalling of transverse joints. (spalls more than 150 mm wide measured to center of joint with loss of material.),Decimal,4,1,,m,0 - 230; except SHRP_ID like %0602 or %0605: 0 - 460,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Transverse Spalling Number,TRANS_SPALLING_NO_H,,Number of transverse joints with high severity spalling. (spalls more than 150 mm wide measured to center of joint.),Integer,3,0,,,0 - 50; except SHRP_ID like %0602 or %0605: 0 - 100,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Well Sealed Transverse Crack Length,TRANS_CRACK_SEAL_L_H,,Length of high severity transverse cracking with sealant in good condition for at least 90 percent of length of crack.,Decimal,5,1,,m,,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Well-Sealed Longitudinal Crack Length,LONG_CRACK_SEAL_L_H,,"Length of well sealed, high severity longitudinal cracking. (crack widths greater than 13 mm or spalling greater than 75 mm or faulting greater than 13 mm.)",Decimal,5,1,,m,,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Well-Sealed Wheel Path Longitudinal Crack Length,LONG_CRACK_WP_SEAL_L_H,,"Length of high severity, well sealed longitudinal cracking in wheel path. (crack mean width greater than 19 mm or under 19 mm with adjacent moderate to high severity random cracking.)",Decimal,4,1,,m,0 - 310,HRDI,LTPP,Long-Term Pavement Performance,Single System
IMSCLIMATEIN,IMSCLIMATEIN,,Local directory path for climatic input data.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
High Severity Wheel Path Longitudinal Crack Length,LONG_CRACK_WP_L_H,,"Length of high severity, longitudinal cracking in wheel path(mean crack width greater than 19 mm or under 19 mm with adjacent moderate to high severity random cracking.)",Decimal,4,1,,m,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Highway Agency District,HIGHWAY_AGENCY_DISTRICT_002,Bridge,The highway agency district (State or Federal) in which the bridge is located.,Integer,2,,,,,HIF,NBI,National Bridge Inventory System,Single System
Highway System of the Inventory Route,HIGHWAY_SYSTEM_104,Bridge,Is the Bridge on the NHS?,Character,1,,,,,HIF,NBI,National Bridge Inventory System,
Hist_ATS_Total,Hist_ATS_Total,,Quality control value used for the ATS check on import - this is a calculated value that is direclty compared to the by DOW incoming value for checking the spacing acuarcy of the weight data.,Integer,,3,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hist_Class_01,Hist_Class_01,,Class 1 historical QC by class data used for the comparison of QC check with import of data into TMAS.,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hist_Class_02,Hist_Class_02,,Class 2 historical QC by class data used for the comparison of QC check with import of data into TMAS.,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hist_Class_03,Hist_Class_03,,Class 3 historical QC by class data used for the comparison of QC check with import of data into TMAS.,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hist_Class_04,Hist_Class_04,,Class 4 historical QC by class data used for the comparison of QC check with import of data into TMAS.,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hist_Class_05,Hist_Class_05,,Class 5 historical QC by class data used for the comparison of QC check with import of data into TMAS.,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hist_Class_06,Hist_Class_06,,Class 6 historical QC by class data used for the comparison of QC check with import of data into TMAS.,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Is_Sample,Is_Sample,,,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Hist_Class_07,Hist_Class_07,,Class 7 historical QC by class data used for the comparison of QC check with import of data into TMAS.,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hist_Class_08,Hist_Class_08,,Class 8 historical QC by class data used for the comparison of QC check with import of data into TMAS.,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hist_Class_09,Hist_Class_09,,Class 9 historical QC by class data used for the comparison of QC check with import of data into TMAS.,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hist_Class_10,Hist_Class_10,,Class 10 historical QC by class data used for the comparison of QC check with import of data into TMAS.,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hist_Class_11,Hist_Class_11,,Class 11 historical QC by class data used for the comparison of QC check with import of data into TMAS.,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hist_Class_12,Hist_Class_12,,Class 12 historical QC by class data used for the comparison of QC check with import of data into TMAS.,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hist_Class_13,Hist_Class_13,,Class 13 historical QC by class data used for the comparison of QC check with import of data into TMAS.,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hist_Sawa_Total,Hist_Sawa_Total,,SAWA historical by DOW data used for the front axle SAWA QC check with import of data into TMAS.,Integer,,3,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hist_Total_Days,Hist_Total_Days,,Upon import this value is used for the historical QC methods in TMAS.,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Historical Significance,HISTORY_037,Bridge,Is the Bridge Historic?,Character,1,,,,,HIF,NBI,National Bridge Inventory System,Single System
History Storage Code,HISTORY_STORED,,Code indicating if the history data were stored for this drop.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
History Time Step,HISTORY_TIME_STEP,,Sampling interval between each measurement step in the time history file.,Integer,6,0,,microseconds,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Hole Date,HOLE_DATE,,"Date the core, bore, exploration, test, or auger was performed.",Date,,,,,1/1/1987 - SYSDATE,HRDI,LTPP,Long-Term Pavement Performance,Single System
Hole Depth,HOLE_DEPTH,,Depth of hole.,Integer,2,0,,in,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Hole Installation Method Code,HOLE_INSTALL_METHOD,,Code indicating method of under seal hole installation.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Hole Number,HOLE_NO,,Hole number.,Integer,3,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Hole Volume Determination Code,HOLE_VOLUME_DETERMINED,,Code indicating the frequency of determining the volume of grout pumped into each hole.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Holes Flushed With Water Code,WATER_FLUSH_HOLES,,Code indicating if water was used to flush out holes.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Holes Near Joint Or Crack,HOLES_NEAR_JOINT_OR_CRACK,,Average number of undersealing holes per slab within two feet of a joint or crack.,Integer,2,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Holes Per Lineal Foot,HOLES_PER_LINEAL_FOOT,,"Average number of undersealing holes per linear foot of the test section, for CRCP pavements.",Decimal,3,1,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Holes Per Slab,HOLES_PER_SLAB,,Average number of holes per slab in the jointed concrete test sections that were undersealed.,Integer,2,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Holes Plugged Code,HOLES_PLUGGED,,Code indicating if holes were plugged.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Holes Retaining Drilling or Flushing Water Code,HOLES_RETAIN_DRILL_FLUSH,,Code indicating if holes retain drilling or flushing water.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
HOME_PHONE,HOME_PHONE,,,Character,20,,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Horizontal Pipe Placement,HORIZ_PIPE_PLACEMENT,,Horizontal distance between the edge of the full depth pavement surface and the centerline of the sub drain pipe.,Decimal,3,1,,in,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Hose Back Flushing Code,FLUSH_HOSE,,Code indicating if back flushed hose.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Hose Backflushing Code,HOSE_BACKFLUSHED,,Code indicating if the hose was back flushed before sealing begins.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Hour,HOUR,,Starting hour for the data collected.,Integer,2,0,,,0 - 23,HRDI,LTPP,Long-Term Pavement Performance,Single System
Hour Collected,HOUR_COLLECTED,,The hour to which the data on the record applies using the first two digits of a 24 hour count where 0 is the hour beginning at midnight at the start of the day and 23 is the hour which ends at midnight for the day.,Integer,2,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Hour_00,Hour_00,,Traffic volume counted after 00:00 to 01:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_01,Hour_01,,Traffic volume counted after 01:00 to 02:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_02,Hour_02,,Traffic volume counted after 02:00 to 03:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_03,Hour_03,,Traffic volume counted after 03:00 to 04:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_04,Hour_04,,Traffic volume counted after 04:00 to 05:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_05,Hour_05,,Traffic volume counted after 05:00 to 06:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_06,Hour_06,,Traffic volume counted after 06:00 to 07:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_07,Hour_07,,Traffic volume counted after 07:00 to 08:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_08,Hour_08,,Traffic volume counted after 08:00 to 09:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_09,Hour_09,,Traffic volume counted after 09:00 to 10:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_10,Hour_10,,Traffic volume counted after 10:00 to 11:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_11,Hour_11,,Traffic volume counted after 11:00 to 12:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_12,Hour_12,,Traffic volume counted after 12:00 to 13:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_13,Hour_13,,Traffic volume counted after 13:00 to 14:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_14,Hour_14,,Traffic volume counted after 14:00 to 15:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
WarningCodes,WarningCodes,,,Character,100,,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Hour_15,Hour_15,,Traffic volume counted after 15:00 to 16:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_16,Hour_16,,Traffic volume counted after 16:00 to 17:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_17,Hour_17,,Traffic volume counted after 17:00 to 01:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_18,Hour_18,,Traffic volume counted after 18:00 to 19:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_19,Hour_19,,Traffic volume counted after 19:00 to 20:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_20,Hour_20,,Traffic volume counted after 20:00 to 01:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_21,Hour_21,,Traffic volume counted after 21:00 to 22:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_22,Hour_22,,Traffic volume counted after 22:00 to 23:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_23,Hour_23,,Traffic volume counted after 23:00 to 24:00.,Integer,5,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hour_Record,Hour_Record,,Hour of the data which can be designated from either class or weight data.,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
Hours From Installation To Cleaning,HOURS_INSTALL_CLEAN,,Elapsed hours between the cleaning and installation operations.,Decimal,3,1,,hr,,HRDI,LTPP,Long-Term Pavement Performance,Single System
IMSCLIMATEOUT,IMSCLIMATEOUT,,Local directory path for climatic filter logs.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Hours_Needed,Hours_Needed,,Variable integer from 1-24 for number of hours specified in the weight data QC method upon import.  This value is changable by traffic counting site.  It is used to verify the proper number of hours are present for the day being quality control checked for completeness of data upon import of the data.,Integer,,2,,,,HPPI,TMAS,Travel Monitoring Analysis System,Single System
HOV Lanes,HOV_LANES,,Maximum number of lanes in both directions designated for HOV operations.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
HOV Type,HOV_TYPE,,Code identifying the type of HOV operations.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
