Accession,id,anticons,de_tool
GSE155822,sheet-Sheet1 from GSE155822_rnaseq_full_table.1.xlsx,0,unknown
GSE155837,GSE155837_P16WT_P16mut_pc_results.csv.gz,1,deseq2
GSE155841,sheet-raw data dex from GSE155841_FOLR2p_vs_FOLR2n_TAMs_paired_dex_processed_data_file.xls.gz,1,edger
GSE155865,sheet-Sheet 1 from GSE155865_Supplemental_Data_1.xlsx,0,deseq2
GSE155869,sheet-H59 MOG over glucose.txt from GSE155869_Bacteroides_ovatus_NLAE-zl-H59_RNAseq.xlsx,0,unknown
GSE155898,GSE155898_Myh6_stats.txt.gz,0,deseq2
GSE155939,GSE155939_Deseq_raw_Sib_BX.txt.gz,0,deseq2
GSE155955,GSE155955_DESeq2_results.csv.gz,1,deseq2
GSE155980,GSE155980_CM_vs_Control.genes.DEA.txt.gz,0,unknown
GSE155987,sheet-LMTK2+tgf vs. Neg+tgf from GSE155987_LMTK2_knockdown_TGF_treatment_DiffExp.xlsx,0,clc genomics
GSE155989,GSE155989_SANCHEZ_et_al_2020_TET_cuffdiff.txt.gz,0,cuffdiff
GSE155998,GSE155998_DE_RNAseq.txt.gz,1,deseq2
GSE156042,sheet-D0_vs_D7 from GSE156042_D0_vs_D7.xlsx,0,edger
GSE156071,sheet-RNQ201709000053 Ex vs. PBS from GSE156071_RNQ201709000053_Ex_vs_PBS.xlsx,0,edger
GSE156089,GSE156089_EGFvsControl.GO_CC.csv.gz,0,unknown
GSE156109,GSE156109_deseq2-palmitate.tsv.gz,0,deseq2
GSE156221,GSE156221_RI.MATS.ReadsOnTargetAndJunctionCounts.txt.gz,0,edger
GSE156235,GSE156235_Partek_Jinzhi_lasercapture_12222019_gsa_result.txt.gz,0,partek
GSE156318,GSE156318_control_group_vs_case_group.gene_expression_table.tsv.gz,1,cuffdiff
GSE156335,GSE156335_SLX-15542.gene_exp.diff.gz,0,cuffdiff
GSE156402,sheet-Sheet1 from GSE156402_Processed_Data_gene_count_matrix.xlsx,0,unknown
GSE156413,GSE156413_Control-VS-Knockout.DEseq2_Method.GeneDiffExp.txt.gz,0,deseq2
GSE156449,GSE156449_Xin_MutvsWT_DEG_statistics.txt.gz,0,deseq2
GSE156471,GSE156471_rbm48-human-stranded_DESeq2_DEAnalysis_out.txt.gz,0,deseq2
GSE156491,sheet-Col-vs-mee45.genes.annot from GSE156491_differential_genes.xlsx,0,unknown
GSE156496,GSE156496_RNAseq_D51vsWT.edgeR.txt.gz,1,edger
GSE156542,GSE156542_cHet_vs_control.csv.gz,0,unknown
GSE156578,GSE156578_diffexpr-results_geneID7M.csv.gz,0,deseq2
GSE156607,GSE156607_Vec_vs_OE.txt.gz,0,unknown
GSE156689,sheet-All Changers from GSE156689_Supplementary_File_2_All_Gene_Expression_Changes.xlsx,1,unknown
GSE156717,GSE156717_mRNAs_above_1cpm_in_at_least_2_samples.csv.gz,0,edger
GSE156726,GSE156726_ali1_ace_vs_ali1_oxo.tabular.txt.gz,0,cuffdiff
GSE156775,sheet-group_ISHI_SF3_siRNA-group_ISHI from GSE156775_ISHI_SF_VS_CNT_FDR_SIGNI_DIFF_EXP.xls.gz,1,dexseq
GSE156793,GSE156793_S8_DE_gene_cells.csv.gz,1,unknown
GSE156871,GSE156871_rna_diff.txt.gz,1,degseq
GSE156890,sheet-OE_untreated vs OE_12h from GSE156890_head_RNA-seq_genelevels.xlsx,0,cuffdiff
GSE156916,GSE156916_DEG_table_high.txt.gz,1,edger
GSE157056,sheet-All_Genes from GSE157056_CnAPvsLaAP.xlsx,0,deseq2
GSE157069,GSE157069_WT_VC-KO-VC_gene_exp.txt.gz,0,cuffdiff
GSE157102,GSE157102_edgeRglm_ISOFORM_CNH-HeNH.csv.gz,0,edger
GSE157132,sheet-DE_results_placenta12_5_vs_cont from GSE157132_DE_results_placenta12_5_vs_control12_5.xlsx,0,deseq2
GSE157146,GSE157146_ReferenceCondvsExpCond2_DE.csv.gz,0,edger
GSE157179,sheet-A21_A22vsC11_C12_gene_exp from GSE157179_daz3tree1_air_vs_C2H4.xlsx,0,cuffdiff
GSE157217,GSE157217_res_shrunken_asokd.csv.gz,0,deseq2
GSE157234,sheet-Fig 1F Volcano from GSE157234_Shemer_et_al_SOURCE_file_IL10Ra_29082020.xlsx,0,deseq2
GSE157260,GSE157260_res_shrunken_spoe.csv.gz,1,deseq2
GSE157275,sheet-data2 from GSE157275_HMGB1_WT__KO_iSLK_BAC16_RNA_seq.xlsx,0,edger
GSE157288,GSE157288_Ecy_condition_1.5C_vs_12C.csv.gz,0,deseq2
GSE157323,GSE157323_DDX3X_mRNAseq_results.txt.gz,1,deseq2
GSE157380,GSE157380_ESF_vs_Glands_DESeq2_Outfile.txt.gz,0,deseq2
GSE157391,GSE157391_CD105pos_baseline_v_IL1a.csv.gz,0,deseq2
GSE157434,sheet-data2 from GSE157434_FPKM_data2.xlsx,1,edger
GSE157439,GSE157439_FXR-AL-Fs-RNAseq-Table.csv.gz,0,deseq2
GSE157442,GSE157442_HUT78MYLA_NTC_TPA_vs_shPRKCQ_TPA_Processed_data.txt.gz,0,unknown
GSE157491,sheet-ZDF Adipose from GSE157491_S1.xlsx,1,deseq2
GSE157625,GSE157625_DSgg_RNAseq_limma-voom_result_master.txt.gz,1,limma
GSE157639,GSE157639_LSD1_shvsBlank_deg.txt.gz,0,unknown
GSE157642,GSE157642_tss_group_exp.diff.gz,0,cuffdiff
GSE157658,sheet-a. striatum_2reps_deseq2 from GSE157658_Tshz3_CamK2A-CRE_DESeq2.xlsx,1,deseq2
GSE157672,sheet-Human from GSE157672_Hu_et_al._DEGs.xlsx,0,cuffdiff
GSE157689,GSE157689_PV-cko_ARX_DE.txt.gz,0,deseq2
GSE157690,GSE157690_Y_v_Control_H.txt.gz,0,limma
GSE157723,GSE157723_Astrocyte-TRAP_KO_vs_Astrocyte_TRAP_WT_output.csv.gz,1,edger
GSE157747,GSE157747_3_cuffdiffout_mESC_ERKreactivation_0_6_12.diff.gz,0,cuffdiff
GSE157761,GSE157761_2020-04-06_LFD_DKOvsWT_2015data.txt.gz,0,deseq2
GSE157887,GSE157887_DKO_vs_CON_6mo.csv.gz,1,unknown
GSE157940,GSE157940_M3_24vsMC_24.txt.gz,0,deseq2
GSE157942,sheet-DSM01_G vs. SBA01_G from GSE157942_S1_DEG_details.xlsx,0,unknown
GSE157946,GSE157946_PN_LFCvsCPN.csv.gz,0,deseq2
GSE157987,GSE157987_Deseq_Whole_Brain_Chronic_model.txt.gz,0,deseq2
GSE157991,GSE157991_Deseq_Microglia_Chronic_model.txt.gz,1,deseq2
GSE158085,sheet-MB_WAvsMB_Ctrl_DEG from GSE158085_DEG.xlsx,0,unknown
GSE158119,sheet-S19176_alldata from GSE158119_RNAseq_all_results.xlsx,0,deseq2
GSE158189,sheet-toptable from GSE158189_toptable_Female_WT_Fed.vs.Female_WT_Starved.xlsx,1,limma
GSE158212,sheet-S5_diff_footprint-dLZ from GSE158212_200911_SupplementaryTable4-6.xlsx,0,deseq2
GSE158225,sheet-rough vs. smooth from GSE158225_Cdiff-rough-smooth-data.xlsx,1,unknown
GSE158266,GSE158266_results_TreatedvsControl_ovary_SVremoved.txt.gz,0,edger
GSE158267,GSE158267_AEC2_CountTable.txt.gz,0,limma
GSE158300,GSE158300_DEseq_KC022-KC023-KC024_KC028-KC029-KC030_DEG_list.csv.gz,0,deseq2
GSE158359,GSE158359_Vehicle_vs_FGF19.txt.gz,1,edger
GSE158372,GSE158372_EndoMS_mutantvsEndoMS.DEG_all.txt.gz,0,deseq
GSE158465,GSE158465_DifferentialExpression.csv.gz,1,deseq2
GSE158522,GSE158522_HdacKO_control_Genes_DE_results.txt.gz,0,deseq
GSE158553,sheet-Soy16vsCon16_liv_diffexpr-resul from GSE158553_Soy16vsCon16_Norm.xlsx,0,clc genomics
GSE158560,GSE158560_Raw_Gene_FPKM.txt.gz,0,unknown
GSE158604,sheet-Sheet1 from GSE158604_Processed_data.xlsx,0,unknown
GSE158664,GSE158664_Xla_DESeq_full_table.csv.gz,0,deseq
GSE158753,sheet-Liver voom limma AllTableF from GSE158753_Liver_voom_limma_AllTableF.xlsx,1,limma
GSE158758,sheet-detected genes from GSE158758_Transcriptomic_dataset.xlsx,0,unknown
GSE158829,sheet-all.fpkm_anno from GSE158829_SK8-37vs_JNB5-1_RNA_seq.xlsx,0,unknown
GSE158837,GSE158837_DESeq2.liver.mock_none.Dusp11_Deficient_vs_WT.results.tsv.gz,0,deseq2
GSE158845,GSE158845_raw_deseqtable.csv.gz,1,deseq2
GSE158885,sheet-DEG from GSE158885_processed_data_matrix.xlsx,1,unknown
GSE158891,sheet-DE_analysis_all from GSE158891_Table_S1.xlsx,1,deseq2
GSE158904,sheet-All_genes from GSE158904_DEseq_output_ALL_genes.xlsx,1,deseq
GSE158932,sheet-GABA.Ch_Hu from GSE158932_Interspecies_Differential_Expression_comparisons.xlsx,1,deseq2
GSE158946,GSE158946_Spleen_Con_AngII.csv.gz,0,cuffdiff
GSE158951,GSE158951_Oil-VS-CCl4_2.PossionDis_Method.GeneDiffExp.txt.gz,0,unknown
GSE158957,sheet-Hippo-IR from GSE158957_24h_dea_results.xls.gz,0,deseq2
GSE158959,GSE158959_All_genes_edgeR-DESeq-cuffdiff_AvsWT.csv.gz,0,unknown
GSE158989,sheet-gene_list from GSE158989_processed_data1.xlsx,0,unknown
GSE158996,GSE158996_iWAT-rpkm.txt.gz,0,unknown
GSE159062,GSE159062_rhGAA_vs_untreated-Pompe_expression_matrix.csv.gz,0,unknown
GSE159063,GSE159063_KO_vs_WT-expression_matrix.csv.gz,1,unknown
GSE159118,GSE159118_Expression_summary.txt.gz,0,unknown
GSE159158,sheet-HD+LPSvsHD from GSE159158_differential_HD+LPSvsHD.xlsx,0,cuffdiff
GSE159189,GSE159189_condition_08FL_2FL_q0nonunique.csv.gz,1,deseq2
GSE159220,GSE159220_control-VS-test_DE.xls.gz,0,deseq2
GSE159226,sheet-res_fc_out from GSE159226_DESeq2_genes_diffexp_by_fc_TAI_4_vs_TAP_7.xls.gz,1,deseq2
GSE159243,GSE159243_deseq2_failure_vs_healthy_input.csv2_failure_vs_healthy_input.csv.gz,0,deseq2
GSE159361,sheet-Sheet1 from GSE159361_WTvsKOTPM_Filtered_PseudoCount0-1_ProteinCoding_miRNA_lncRNA_DEGs.xlsx,0,edger
GSE159450,GSE159450_WT_12h-VS-GK_12h.DEGseq_Method.GeneDiffExp.txt.gz,1,degseq
GSE159531,GSE159531_VCaP_WT_vs_rev.diff.gz,0,cuffdiff
GSE159640,GSE159640_all_compare.xls.gz,0,unknown
GSE159789,sheet-DESeq2_res_all from GSE159789_DESeq2_final.xlsx,0,deseq2
GSE159889,GSE159889_DE_KNS42_siC_vs_siMSI1_all.csv.gz,0,edger
GSE159984,GSE159984_de-d8p.tsv.gz,1,deseq2
GSE160029,sheet-9vs10 from GSE160029_Mice_RNA_seq_data.xlsx,0,cuffdiff
GSE160062,GSE160062_12sampResults3contrasts.csv.gz,0,deseq2
GSE160064,sheet-deSeq2_RL_Vs_CL from GSE160064_DeSeq2_Processed_data.xlsx,0,deseq2
GSE160121,GSE160121_Liver_LFD_gene_exp.diff.gz,0,cuffdiff
GSE160138,GSE160138_WT_VS_nrl_ret_DE_anno.txt.gz,0,deseq2
GSE160152,GSM4861446_del-ntrC_mutant_score.csv.gz from GSE160152_RAW.tar,0,unknown
GSE160159,sheet-All_26255 from GSE160159_IP1vs.IP4_replicate2.xlsx,0,cuffdiff
GSE160180,sheet-all data from GSE160180_all_data.xlsx,0,deseq2
GSE160214,sheet-Dahl.csv from GSE160214_Dahl_annotated.xlsx,0,edger
GSE160228,GSE160228_Day6_IFNg_v_PD1.deseq.csv.gz,0,deseq2
GSE160268,GSE160268_DESeq_wholeblood.matrix.txt.gz,0,deseq2
GSE160270,GSE160270_de_26wk_or_noPS_subset.csv.gz,0,edger
GSE160304,GSE160304_DESeq2_ZSWIM8_B_KD_K562i_sRNA.txt.gz,0,deseq2
GSE160340,sheet-Hoja1 from GSE160340_ExpressionTable_3DPE.xlsx,1,deseq2
GSE160441,GSE160441_DeAngelis_et_al_2020_GEO_Cuffdiff.txt.gz,0,cuffdiff
GSE160491,GSE160491_Processed_all_compare.xls.gz,0,unknown
GSE160528,GSE160528_APPPS1vsWT.txt.gz,1,edger
GSE160601,GSE160601_DEG_between_WTandMT_in_Pre_QLFTest.txt.gz,1,unknown
GSE160690,GSE160690_TrisomyvsControl_deg.txt.gz,0,cuffdiff
GSE160854,GSE160854_abundances_by_genotype_geo.csv.gz,0,unknown
GSE160880,GSE160880_all_compare.txt.gz,0,deseq2
GSE160894,GSE160894_processed_data.csv.gz,0,deseq2
GSE161030,GSE161030_lncRNA_EHP_vs_Sed_DESeq2_results_10.csv.gz,1,deseq2
GSE161039,GSE161039_Deseq2_Output_3A_2b2_Ax2pos_vs_nt.csv.gz,1,deseq2
GSE161186,sheet-Sheet1 from GSE161186_LVVSNC_Gene_differential_expression.xlsx,0,unknown
GSE161286,sheet-Sheet1 from GSE161286_LSD1-LKO_RNA-seq_processed_data.xlsx,0,unknown
GSE161411,GSE161411_DESeq_200628_sum_overlap.txt.gz,1,deseq2
GSE161471,GSE161471_Bint_InWAX_Xyl.csv.gz,1,edger
GSE161540,sheet-DEG from GSE161540_DESEQ2_gene_level_raw_data.xlsx,1,deseq2
GSE161584,sheet-Deseq_all_results (6) from GSE161584_Deseq_all_results.xlsx,1,deseq2
GSE161677,GSE161677_DEseq_24hrs_raw.txt.gz,0,deseq
GSE161759,sheet-edgeR_EV-dEV from GSE161759_edgeR_EV-dEV.xlsx,1,edger
GSE161860,GSE161860_Pre_treatment-differential.expression.results.txt.gz,1,edger
GSE161914,sheet-Fat DE analysis2 from GSE161914_Fat_DE_analysis2_GEO.xlsx,0,unknown
GSE161954,GSE161954_Study1_DietA_vs_DietB_DiffExp_FPKM_Filt.tsv.gz,1,deseq2
GSE162028,sheet-D7 vs UNJ IP from GSE162028_Differentially_Expressed_Genes.xlsx,0,cuffdiff
GSE162048,GSE162048_D2CON_vs_D2GFP-ExpDiff.csv.gz,0,deseq2
GSE162094,GSE162094_DESeq2-dSET2KD_GEO.txt.gz,0,deseq2
GSE162278,sheet-5m v 0m from GSE162278_DE_between_timepoints.xlsx,1,deseq2
GSE162295,GSE162295_mock_PolyA_12h_PolyA_12h_CDS_et.csv.gz,1,edger
GSE162531,GSE162531_Differnential_Expression_Results-4_pairwise_comparisons-Galaxy307-DESeq2_result_files_on_ALL__Parametric.txt.gz,0,deseq2
GSE162590,sheet-Sheet1 from GSE162590_edgeR.xlsx,0,edger
GSE162607,GSE162607_A_MPP4-vs-Y-MPP4_itokawa.txt.gz,1,deseq2
GSE162696,GSE162696_results_141KO_13_vs_141KO_UT_ensembl_annotation.csv.gz,0,deseq2
GSE162730,sheet-foldchange_All_RPFSeq_RA from GSE162730_foldchange_All_RPFSeq_RA.xlsx,0,edger
GSE162810,sheet-w1118-smox from GSE162810_w1118-smox_Kim_and_O_Connor_12-8-20.xlsx,0,cuffdiff
GSE162927,GSE162927_filtered_DiffExp_Trt1_v_Trt4.txt.gz,0,unknown
GSE162987,GSE162987_WTEvsWTD_DEG.txt.gz,1,unknown
GSE163106,GSE163106_rrp4-G226D_vs_RRP4_Normalized_abundance_measurements_DESeq2.txt.gz,1,deseq2
GSE163127,sheet-AllGenes from GSE163127_WT_or_S71A_PDCD4_forebrain_RNAseq.xlsx,0,deseq2
GSE163193,sheet-adipose from GSE163193_SD_Gene_Expression_Deseq.xlsx,1,deseq2
GSE163237,GSE163237_DESeq2_results.txt.gz,0,deseq2
GSE163285,GSE163285_Mouse_DE.csv.gz,0,edger
GSE163294,sheet-C_D.anno - 副本 from GSE163294_Counts_for_each_sample.xlsx,0,unknown
GSE163308,sheet-genotype_d_fezf1_vs_frt40_all_a from GSE163308_dfezf1_vs_frt40_all_annotated.xlsx,1,deseq2
GSE163309,GSE163309_results_all_Kerationcytes.csv.gz,0,deseq2
GSE163392,GSE163392_K562i_mRNA_DESEq2_output_CYRANO.txt.gz,0,deseq2
GSE163468,GSE163468_DeSeq2_Output_MB231_SGI110.txt.gz,0,deseq2
GSE163583,GSE163583_Processed_Data.csv.gz,0,clc genomics
GSE163589,GSE163589_rna_diff_sgAURKA_vs_sgVector.txt.gz,0,deseq2
GSE163741,GSE163741_20200603_deseq_KL_AS_WT_nmpp1.csv.gz,1,deseq2
GSE163923,GSE163923_DMSO_TRAIL_isoform_exp.diff.gz,0,cuffdiff
GSE164014,sheet-kegg from GSE164014_B16F10-GO_AnalysisResult.xlsx,0,unknown
GSE164035,GSE164035_DNRNA_InfvUninf.csv.gz,0,cuffdiff
GSE164070,sheet-sheet1 from GSE164070_GCN5_BrD_deletion_Ltroph.xlsx,0,deseq
GSE164078,GSE164078_gene_exp.diff.gz,0,cuffdiff
GSE21169,GSE21169_AJvsAG.DiffGeneExp.txt.gz,0,unknown
GSE27240,GSM673618_SYvsZS.DiffGeneExp.txt.gz from GSE27240_RAW.tar,0,unknown
GSE28148,GSE28148_non-normalized.txt.gz,1,limma
GSE29006,GSM718708_S_illumina_RPKM_Pvalue.txt.gz from GSE29006_RAW.tar,0,limma
GSE29007,GSM718708_S_illumina_RPKM_Pvalue.txt.gz from GSE29007_RAW.tar,0,limma
GSE29992,GSE29992_Het1_KO2_expr.txt.gz,0,unknown
GSE32038,GSE32038_splicing.diff.gz,1,cuffdiff
GSE33141,sheet-mRNA-Transcripts-FPKM from GSE33141_TopHatTranscriptsFPKM.xls.gz,0,cuffdiff
GSE33265,GSE33265_gene_exp.diff.gz,0,cuffdiff
GSE33343,sheet-Table 1 online supporting info from GSE33343_STable1_Isoforms_Tracking.xls.gz,0,cuffdiff
GSE33736,GSE33736_HAmCqG0_G8expression.txt.gz,0,cuffdiff
GSE33782,GSE33782_gene_exp.diff.txt.gz,0,cuffdiff
GSE34097,GSE34097_aff2_genes_cufflinks.txt.gz,0,cuffdiff
GSE34274,GSE34274_Reads_Table_1_Original_RV_Mu1_RV_Mu3_RV_Wt1_RV_Wt2.expr.txt.gz,0,limma
GSE34329,GSE34329_processed_RNAseq_N_way_cuffdiff_combined_replicates_NIvIvPAvPS1145.diff.gz,0,cuffdiff
GSE35178,GSE35178_gene_exp.diff.gz,0,cuffdiff
GSE35213,GSE35213_AK-BK.tsv.gz,0,unknown
GSE35227,GSE35227_DESeq_WT_Avicel_v_No_Carbon_4h.txt.gz,0,deseq
GSE35408,GSE35408_Deseq_out_bzr1-1D_PAC_PPZ_vs_Col_PAC_PPZ.txt.gz,0,deseq
GSE35616,GSE35616_DESeq.txt.gz,0,deseq
GSE36005,GSE36005_sus_gene.diff.gz,0,cuffdiff
GSE36248,GSM885048_Flor_treatment_genomemappedreads_statistical_output.txt.gz from GSE36248_RAW.tar,0,unknown
GSE36373,GSE36373_ToxT_RNAseq_pro_data_1.txt.gz,0,unknown
GSE36597,GSE36597_A549-SC-1vsA549-S1-1.txt.gz,0,unknown
GSE36695,GSE36695_H1H9KSR_SFM.txt.gz,0,cuffdiff
GSE36710,GSE36710_RBFOX1_Transcriptional_Events.txt.gz,0,deseq
GSE36781,GSE36781_gene_exp_diff.txt.gz,0,cuffdiff
GSE36871,GSE36871_RNASeq_Mouse_Liver_NormalizedGeneSignal.txt.gz,0,unknown
GSE36872,GSE36872_NascentSeq_Mouse_Liver_NormalizedGeneSignal.txt.gz,0,unknown
GSE36959,GSE36959_gene_exp_diff.txt.gz,0,cuffdiff
GSE37111,GSE37111_clip.txt.gz,0,unknown
GSE37682,GSE37682_RAW.txt.gz,1,deseq
GSE37703,GSE37703_miseq_cuffdiff_isoform_exp.diff.gz,0,cuffdiff
GSE37764,sheet-KSE_lung_smallRNA_TMM from GSE37764_smallRNA_TMM.xlsx.gz,0,edger
GSE38236,GSM937218_Snai2-ctrl-FC.txt.gz from GSE38236_RAW.tar,0,unknown
GSE38371,GSM940708_CPG_gene_exp.diff.txt.gz from GSE38371_RAW.tar,0,cuffdiff
GSE38379,GSM940703_IL4_gene_exp.diff.txt.gz from GSE38379_RAW.tar,0,cuffdiff
GSE38413,GSE38413_Maize_Pericarp_14DAP_mRNA-Seq_gene_exp.diff.gz,0,cuffdiff
GSE38414,GSE38414_Maize_Silks_mRNA-Seq_gene_exp.diff.gz,0,cuffdiff
GSE38664,sheet-WTvsHet_16_S3 from GSE38664_DE_comparisons_rbarrio.xls.gz,0,deseq
GSE39023,GSE39023_DGE_MM-N2MM.txt.gz,1,cuffdiff
GSE39605,sheet-All_KOvsWT_filtered from GSE39605_All_KOvsWT_filtered_final.xlsx.gz,0,deseq
GSE39652,GSE39652_20111201c2Pach_gene_exp.txt.gz,0,cuffdiff
GSE39657,GSM976932_KDplusDox2_CTCAATG_vs_KDnoDox_GTATTTG_all.txt.gz from GSE39657_RAW.tar,0,cuffdiff
GSE39673,GSM976933_KDplusDox3_GAGTACG_vs_KDnoDox_GTATTTG_all.txt.gz from GSE39673_RAW.tar,0,cuffdiff
GSE39812,GSE39812_TB_result_transcript_summary.tsv.txt.gz,0,deseq
GSE39926,GSE39926_data_processed.txt.gz,0,edger
GSE40187,GSE40187_gene_exp_diff_Control_NXD30001_fromtophat120_cufflinks102_c0_081612.txt.gz,0,cuffdiff
GSE40218,GSE40218_processed_DESeq.txt.gz,0,deseq
GSE40228,GSE40228_gene_exp.diff.txt.gz,0,cuffdiff
GSE40478,GSE40478_output_score.txt.gz,1,degseq
GSE40548,GSE40548_gene_exp.diff.gz,0,cuffdiff
GSE40918,GSE40918_Th17.siNonTar.24hScreen.vs.Th17.siSatb1.24hScreen_Aug_2_2012.txt.gz,0,deseq
GSE40948,GSE40948_NPC_vs_ESC_2replicates_result_10.transcript_summary.tsv.gz,0,unknown
GSE40953,GSE40953_EBvsH9.DGE.TPM.txt.gz,0,unknown
GSE41064,GSE41064_cuffdiff_WT_vs_EFG1smooth.txt.gz,1,cuffdiff
GSE41090,GSE41090_WT_vs_KO_full_genes.tab.txt.gz,0,cuffdiff
GSE41285,GSE41285_clip_peaks.txt.gz,0,unknown
GSE41367,GSE41367_briggsae_soap.expr.txt.gz,1,cuffdiff
GSE41373,sheet-GFP- vs. GFP+ TH_Gal4 2dpf from GSE41373_MM_thGal4_UASGFP_48h_RNASeq.xls.gz,0,unknown
GSE41487,sheet-Contr vs Ras3 from GSE41487_ResultsContr123vsRas123Individual.xls.gz,0,cuffdiff
GSE41590,GSE41590_DE_cter_complete.tab.txt.gz,0,deseq
GSE41732,sheet-pvalues from GSE41732_RScholey_EdgeR_common_dispersion_output.xlsx.gz,1,edger
GSE41766,GSE41766_PRE1-Ox_IBH1-Ox_vs_IBH1-Ox.txt.gz,0,deseq
GSE41797,GSE41797_rice_all_results.txt.gz,0,edger
GSE41908,GSE41908_E9.5_E11.5_cuffdiff1.2.txt.gz,0,cuffdiff
GSE41950,GSE41950_rrp40-s3-polyA.csv.gz,0,deseq
GSE42096,GSE42096_tog30-VS-tog25.GeneDiffExp.txt.gz,0,unknown
GSE42381,GSE42381_gene_exp.diff.gz,0,cuffdiff
GSE42443,GSE42443_Brg1cKO_gene_exp.diff.gz,0,cuffdiff
GSE42757,GSE42757_0Gy_v_200Gy_48hrs.txt.gz,0,clc genomics
GSE42805,GSE42805_cds.diff.gz,0,cuffdiff
GSE42980,GSE42980_RNAseq_supplementary_file.txt.gz,0,unknown
GSE42990,GSE42990_Control.MA9.polyA.RNAseq.txt.gz,0,unknown
GSE43125,GSE43125_edgeR_results_integrant.txt.gz,0,edger
GSE43143,GSE43143_tooth_FPKM_DE.txt.gz,0,deseq
GSE43182,sheet-sheet1 from GSE43182_wt_vs_mutant_diamide_raw.xls.gz,1,clc genomics
GSE43189,GSE43189_processed_h99_rim101.csv.gz,1,cuffdiff
GSE43194,GSE43194_HH18chick_abundance.txt.gz,0,unknown
GSE43351,GSE43351_DiffGeneExp.txt.gz,0,unknown
GSE43431,GSE43431_mRNA_STHdh_CUFF_gene_exp.diff.txt.gz,0,cuffdiff
GSE43614,GSE43614_diff_out.txt.gz,0,cuffdiff
GSE43660,GSE43660_control_vs_IL4_1hr.txt.gz,0,cuffdiff
GSE43718,sheet-SY|SA from GSE43718_results_edger_data.xlsx,0,edger
GSE43788,sheet-gene_exp.diff from GSE43788_PRvsPR+Prog.xlsx.gz,0,cuffdiff
GSE44100,GSE44100_A4_DESeq_AvN.txt.gz,0,deseq
GSE44233,GSE44233_processed_data.txt.gz,0,deseq
GSE44256,GSM1081379_EGFP100-lnc-diff.txt.gz from GSE44256_RAW.tar,0,cuffdiff
GSE44333,GSE44333_d33_mock_vs_mhv_res_noNA.txt.gz,0,deseq
GSE44376,GSE44376_ars_noars_miRNAs_deseq.txt.gz,0,deseq
GSE44402,sheet-Sheet1 from GSE44402_QW_Table_S2-AS_targets_of_PQBP1_identified_from_RNA-seq.xlsx.gz,1,unknown
GSE44536,sheet-FPKM_NC_009339 from GSE44536_GEO_Processed_file_excel.xlsx.gz,0,cuffdiff
GSE44564,GSE44564_processedDataTable.tsv.gz,0,deseq
GSE44665,GSE44665_gene_exp.diff.txt.gz,0,cuffdiff
GSE44668,GSE44668_gene_exp_diff.txt.gz,0,cuffdiff
GSE44672,GSE44672_U2OS_MycWT_MycV394D_RNAseq.txt.gz,0,limma
GSE44831,GSE44831_C57BL6fabD1_C57BL6mockD1_exp.txt.gz,0,cuffdiff
GSE44846,sheet-Sheet1 from GSE44846_O157_genome_total.xlsx.gz,0,unknown
GSE45157,GSE45157_HeLa_diff.tab.gz,0,cuffdiff
GSE45335,GSE45335_MCF7_T47D_edgeR.txt.gz,1,edger
GSE45400,GSE45400_0hDZ-VS-24hVP.GeneDiffExp.txt.gz,0,unknown
GSE45532,GSE45532_pbx.genes.csv.gz,0,edger
GSE45760,GSE45760_P2.5.csv.gz,0,cuffdiff
GSE45788,GSE45788_S72_2_RefII_S72_1_Emf_exp.cuff.gz,0,cuffdiff
GSE45977,GSE45977_sigMuts_Final_20130620.txt.gz,1,deseq
GSE46046,GSE46046_GenesTable.txt.gz,0,deseq
GSE46066,GSE46066_ICRFVsDMSO.txt.gz,0,deseq
GSE46153,GSE46153_FPKMs_Pvalues_for_all_samples.txt.gz,1,unknown
GSE46323,sheet-adipose_100M_SE_simulation_8 from GSE46323_MATS_A_adipose_simulation_100M.xls.gz,0,cuffdiff
GSE46340,GSE46340_Babe_vs_Src.txt.gz,0,unknown
GSE46382,sheet-Intergenic_Region_Transcripts from GSE46382_Differential_expression_analysis.xls.gz,0,unknown
GSE46486,GSE46486_young_old_deseq.txt.gz,0,deseq
GSE46559,GSE46559_C1_C2_C3-VS-MP1_MP2_MP3.GeneDiffExp.txt.gz,1,unknown
GSE46669,GSE46669_rpkm.txt.gz,0,clc genomics
GSE46807,GSE46807_GEO_values_TAF4_RNAseq_Tophat.Cufflinks_mm9_WeiYi.txt.gz,0,cuffdiff
GSE47083,sheet-Sheet1 from GSE47083_WTvsSclKO_WTvsGata12KO.xlsx.gz,0,cuffdiff
GSE47095,GSE47095_splicing_diff.txt.gz,0,cuffdiff
GSE47395,GSE47395_gene_exp.diff.anno.known.csv.gz,0,cuffdiff
GSE47399,GSE47399_diff_exp_gene_exp.diff.txt.gz,0,cuffdiff
GSE47428,GSE47428_defuse_KBM7_2_results.classify.tsv.gz,1,unknown
GSE47919,sheet-All Genes from GSE47919_processed_all_genes.xls.gz,0,unknown
GSE47926,GSE47926_miR-seq_DESeq_RPM.txt.gz,0,deseq
GSE48140,GSE48140_Cremanei_RPF_deseq.txt.gz,0,deseq
GSE48165,GSE48165_16-VS-t.GeneDiffExp.xls.gz,1,unknown
