Accession,id,anticons,model
GSE149828,sheet-Study 1 gene - DAN from GSE149828_differential_expression.xlsx,1,illumina hiseq 2500
GSE149869,sheet-KYT_010_2group_N3_totalcount from GSE149869_KYT_010_2group_N3_totalcount.xlsx,0,nextseq 500
GSE149870,sheet-Sheet1 from GSE149870_CAD_PFN1KO.xlsx,0,nextseq 500
GSE149887,GSE149887_2017-07-21_JFR-1-9_11_13-14-GRCm38_gene_exp_diff_Deseq.txt.gz,0,illumina hiseq 4000
GSE149924,GSE149924_DEseq2_aged_SW_aged_Veh.csv.gz,0,nextseq 500
GSE149928,sheet-Sheet1 from GSE149928_SPI2_mgrB.xlsx,1,nextseq 500
GSE149970,sheet-Hoja1 from GSE149970_MEF_Wt_METTL1_WDR4_TE_list.xlsx,0,nextseq 500
GSE149972,sheet-bodyfinal from GSE149972_Processed_Lindberg.xlsx,1,illumina hiseq 2500
GSE150003,sheet-gene expression filtered from GSE150003_ATRi+IR_MCF10A_RNA_seq.xlsx,1,nextseq 500
GSE150092,GSE150092_Differentialgeneexpression_allgenes_bNGFvscontrol.csv.gz,1,illumina hiseq 4000
GSE150109,sheet-Sheet1 from GSE150109_log2Foldchange_from_DESeq2.xlsx,1,illumina hiseq 2000
GSE150114,sheet-Sheet1 from GSE150114_log2Foldchange_from_DESeq2.xlsx,1,hiseq x ten
GSE150171,sheet-2hV_2h62 from GSE150171_2062_regulated_genes_RNA_seq.xls.gz,0,illumina hiseq 2500
GSE150196,GSE150196_RNA-seq_DESeq2_reinduction_vs_priming.tab.gz,0,nextseq 500
GSE150197,GSE150197_RNA-seq_SCC1-AID_TIR1+_reinduction_DESeq2_IAA+_vs_IAA-.tab.gz,0,nextseq 500
GSE150220,sheet-mdx_PtencKOvsmdx_DEG from GSE150220_mdx_PtencKOvsmdx_DEG.xlsx,0,illumina hiseq 2000
GSE150266,GSE150266_Differentially_expressed_.txt.gz,1,nextseq 500
GSE150267,sheet-Sheet1 from GSE150267_Differential_expression_KI_vs_WT_IWAT.xlsx,0,illumina novaseq 6000
GSE150332,GSE150332_subtractedq_vs_inputq_diffexp.csv.gz,0,nextseq 500
GSE150334,GSE150334_DESeq2_AIX5PAvsAIX5MA.complete.csv.gz,1,illumina hiseq 2500
GSE150394,sheet-DE_analysis from GSE150394_ILMN_227_mRNAseq_STAR_featureCoutns_edgeR_20180329.xlsx,0,illumina hiseq 4000
GSE150411,GSE150411_CRFT_differentialAnalysisFullData.txt.gz,1,illumina hiseq 4000
GSE150466,sheet-170411_RA0401_48_NetsVSNone_ANO from GSE150466_RA_NETs_48hrs_ANOVA.xlsx,0,illumina hiseq 3000
GSE150523,sheet-Sheet1 from GSE150523_RNAseq-edgeR-Bafilomycin.xlsx,1,nextseq 500
GSE150524,sheet-Sheet1 from GSE150524_RNAseq-edgeR-Paraquat.xlsx,1,nextseq 500
GSE150548,GSE150548_A3SS.MATS.JCEC.txt.gz,0,illumina novaseq 6000
GSE150583,sheet-spsc_res-all data-RPKM-2018-12- from GSE150583_spsc_res-alldata-RPKM-2018-12-3.xlsx,0,hiseq x ten
GSE150605,GSE150605_sep1sep2sep3-sep1sep2.txt.gz,1,illumina hiseq 4000
GSE150634,GSE150634_gene_exp_add_all_diff.txt.gz,0,hiseq x ten
GSE150636,GSE150636_gene_exp_Fragaria.diff.gz,0,illumina hiseq 4000
GSE150679,GSE150679_PND1_mappedreads.csv.gz,1,illumina hiseq 2500
GSE150698,GSE150698_caIKK2EC_vs_WT_DESeq2results.tsv.gz,1,illumina hiseq 4000
GSE150723,sheet-Controls vs VEH-untreated-SIV from GSE150723_DE-Gene_List_Read_counts_OPM_Control_vs_VEH-Unt-SIV.xlsx,0,illumina novaseq 6000
GSE150732,sheet-Sheet1 from GSE150732_WH7803.Differential_Expression.xls.gz,0,illumina hiseq 4000
GSE150746,sheet-out_data from GSE150746_DEG_table.xlsx,1,illumina novaseq 6000
GSE150757,GSE150757_gene_exp.diff.gz,0,illumina hiseq 4000
GSE150791,GSE150791_diffexpr-results.csv.gz,0,nextseq 500
GSE150804,GSE150804_Differential_expression_analysis_table.csv.gz,0,illumina hiseq 4000
GSE150807,GSE150807_Processeddatafiles_LNCaP_Enzudata_text.txt.gz,0,illumina genome analyzer
GSE150815,GSE150815_DifferentialExpression.csv.gz,1,illumina novaseq 6000
GSE150820,sheet-NIES female vs. Line A male... from GSE150820_Expression_data.xlsx,0,illumina novaseq 6000
GSE150927,GSE150927_rockhopper_results.txt.gz,0,illumina hiseq 2500
GSE150941,GSE150941_d3_05_vs_WT_05.genes.DEA.txt.gz,0,illumina novaseq 6000
GSE150951,GSE150951_Molar_vs_Incisor_diffexp_GEO.tabular.txt.gz,0,illumina hiseq 2500
GSE150954,GSE150954_Untreated_v_Treated_MCBG.csv.gz,0,illumina hiseq 2000
GSE150985,sheet-Table S2 from GSE150985_Raw_counts_and_TPM_matrix.xlsx,0,illumina hiseq 2500
GSE151004,sheet-teste from GSE151004_Bin.TO.DEseq_results.xlsx,1,illumina hiseq 2500
GSE151022,GSE151022_wt.13.p.full.csv.gz,1,nextseq 500
GSE151024,sheet-B. CTRL; +DOX vs -DOX from GSE151024_BIN67_AFOS_RNAseq_DESeq2Results.xlsx,0,illumina novaseq 6000
GSE151025,sheet-A. RNA-seq from GSE151025_BIN67_Parental_RNAseq_DESeq2Results_BRG1vsControl.xlsx,1,illumina hiseq 4000
GSE151059,sheet-DEG from GSE151059_DEG.xlsx,0,illumina novaseq 6000
GSE151090,GSE151090_GSA_VPvDMSO.txt.gz,1,illumina novaseq 6000
GSE151200,GSE151200_H1299_DeSeq.txt.gz,1,illumina hiseq 2500
GSE151209,sheet-edgeR GLM gene from GSE151209_EdgeRglm_GENE_pink1-WT.xlsx,1,illumina hiseq 2000
GSE151225,GSE151225_wald.sgKmt2d-vs-Vector.difex.genes.txt.gz,0,illumina hiseq 2500
GSE151320,GSE151320_Met-1_TripZ-200c_All_genes_FDR.csv.gz,0,illumina novaseq 6000
GSE151340,GSE151340_SPR5MET2_vs_N2_DESEQ2.tabular.txt.gz,0,nextseq 500
GSE151359,sheet-Data from GSE151359_gene_result.xlsx,0,illumina novaseq 6000
GSE151388,sheet-181022_181102_190102_gene_ANOVA from GSE151388_181022_181102_190102_gene_ANOVA_d3.xlsx,0,illumina hiseq 3000
GSE151411,sheet-SMGIvsNGI_deg from GSE151411_gene_count.xls.gz,0,hiseq x ten
GSE151477,GSM4579158_12H_PNU_MG_vs_DMSO.txt.gz from GSE151477_RAW.tar,0,illumina hiseq 3000
GSE151562,GSE151562_Partek_Runx2_7.5d_molar_GSA_Feature_gene_list.txt.gz,1,illumina novaseq 6000
GSE151597,GSE151597_control_vs_HET.deseq.res.csv.gz,0,nextseq 500
GSE151668,sheet-Sheet1 from GSE151668_Group2_vs_ctrl.xlsx,0,illumina novaseq 6000
GSE151711,sheet-Galaxy257-(DESeq2_result_file_o from GSE151711_DEseq_pairwise_comparison_GFEEC_GFIEC.xlsx,0,illumina hiseq 4000
GSE151745,sheet-Total RNA Sequencing from GSE151745_231125_1_data_set_4550850_q8qzrr.xlsx,0,nextseq 500
GSE151759,sheet-Jurkat FPKM from GSE151759_Processed_Data.xlsx,1,dnbseq-g50
GSE151860,GSE151860_BTx623_chitin_gene_exp.diff.gz,0,illumina hiseq 2000
GSE151868,sheet-Sheet1 from GSE151868_RNAseq_data_MSP_GEO.xlsx,0,bgiseq-500
GSE151935,GSE151935_apNelfAi_1_2_vs_apGFP_1_3.csv.gz,0,illumina hiseq 2500
GSE151966,GSE151966_gene.description.copy.txt.gz,0,illumina novaseq 6000
GSE151967,sheet-sheet1 from GSE151967_caseVScon.all.xls.gz,1,illumina hiseq 2000
GSE151973,GSE151973_Human_OE_RE_RNAseq_DE.csv.gz,0,illumina hiseq 2500
GSE152033,sheet-A. WT_NT_vs_Rcas_Expression from GSE152033_Supplementary_Table_4.xlsx,0,illumina hiseq 4000
GSE152050,GSE152050_geneByExperiment_stdNorm_foldChangePVal_3reps_matrix.txt.gz,0,illumina hiseq 2500
GSE152051,GSE152051_Cebpb_OE_in_GM_all.txt.gz,1,illumina hiseq 2500
GSE152109,sheet-Wt vs KO from GSE152109_Wt_vs_KO.xlsx,0,illumina novaseq 6000
GSE152113,GSE152113_Adult_mouse_hippocampus_NSCs_seq.txt.gz,0,illumina hiseq 2500
GSE152114,sheet-DESeq2_res_all.txt from GSE152114_DESeq2_Results.xlsx,0,illumina hiseq 2000
GSE152116,sheet-Proton WT IR vs Control from GSE152116_Salmon_and_DE_Seq_output.xlsx,1,illumina hiseq 4000
GSE152118,GSE152118_extended_summary_gene.csv.gz,0,illumina hiseq 4000
GSE152162,GSE152162_diffexpr_resSC3.csv.gz,1,illumina miseq
GSE152165,sheet-DESeq2_res_all from GSE152165_DESeq2_Results.xlsx,0,nextseq 500
GSE152170,GSE152170_Results_man2_M0_W0_Eco.csv.gz,1,illumina miseq
GSE152221,GSE152221_RNA_deseq_results_in_vivo_vs_in_vivo_baseline.csv.gz,0,illumina hiseq 4000
GSE152226,GSE152226_WT_T24-VS-EMD_T24.DEseq2_Method.GeneDiffExp.xls.gz,0,bgiseq-500
GSE152237,GSE152237_DESeq2_results_normalized_count_table.csv.gz,0,illumina hiseq 3000
GSE152247,GSE152247_Foxn1_KO_vs_Control.csv.gz,0,illumina hiseq 2500
GSE152318,GSE152318_HCI009_SEVI_FPKM.csv.gz,0,illumina novaseq 6000
GSE152339,sheet-Plan1 from GSE152339_DEG_DESeq_data.xlsx,0,illumina miseq
GSE152357,GSE152357_pUTE1056.vs.Ames.txt.gz,1,illumina hiseq 1500
GSE152470,GSE152470_gene-Tip.colony-CDP_DESeq2.txt.gz,0,nextseq 500
GSE152471,GSE152471_gene-NC-DiI.VLDL_DESeq.txt.gz,0,nextseq 500
GSE152677,sheet-stressfracture_DESeq2_full_3day from GSE152677_DEG_DESeq2.xlsx,1,illumina hiseq 2000
GSE152727,GSE152727_Differential_expression_analysis_table.csv.gz,1,illumina hiseq 2500
GSE152759,GSE152759_pdgfrbCit_RefSeq.csv.gz,1,illumina hiseq 2000
GSE152781,sheet-C_W8_T_vs_C_W8_P.genes.DEA from GSE152781_G2_W8_T_vs_G2_W8_P.genes.DEA.xls.gz,0,illumina novaseq 6000
GSE152794,GSE152794_HT115_DESeq2.txt.gz,0,illumina novaseq 6000
GSE152811,sheet-DESeq.E85AvsWT from GSE152811_DESeq.E85AvsWT.xlsx,0,nextseq 550
GSE152836,GSE152836_complete_ML141_vs_DMSO.csv.gz,0,nextseq 500
GSE152866,GSE152866_stroma_T5_HFD-RD.csv.gz,0,illumina hiseq 4000
GSE152875,sheet-gene_exp from GSE152875_gene_exp.diff.xlsx,0,illumina hiseq 2500
GSE152913,GSE152913_diffexpr-results_geneID190912_NMB.csv.gz,0,nextseq 500
GSE152970,sheet-s_4vss_2_DEG from GSE152970_11Gvs11G+FK_Mouse1.xlsx,0,illumina hiseq 2500
GSE153023,sheet-High_vs_Low_GRCh37 from GSE153023_High_vs_Low_GRCh37.xlsx,0,illumina hiseq 2500
GSE153088,sheet-N2 OG1RF_vs_OP50 from GSE153088_complete_stats.xlsx,1,illumina hiseq 4000
GSE153147,sheet-WTdiff.txt from GSE153147_Control.xlsx,0,illumina miseq
GSE153174,GSE153174_PPRSV_vs_DMEM.tsv.gz,1,illumina hiseq 2000
GSE153188,GSE153188_Bd-SiRGS-OE_L1_vs_BdWT_Bd-SiRGS-OE_Control.csv.gz,1,illumina hiseq 2000
GSE153222,GSE153222_core_table.txt.gz,1,bgiseq-500
GSE153267,GSE153267_0hr_vs_2hr_gb_change.txt.gz,1,nextseq 500
GSE153308,GSE153308_Wt2_L_M_positive_and_Spo_L_M_negative_Processed_data.txt.gz,0,illumina hiseq 1000
GSE153332,GSE153332_SNRPD3_DE.csv.gz,0,illumina hiseq 2500
GSE153362,sheet-M7_Emx_OB_pat_wt from GSE153362_MADM7_UPD_DE_analysis.xlsx,1,illumina hiseq 2500
GSE153386,GSE153386_lri35_gene_expression_differences.csv.gz,0,illumina hiseq 2000
GSE153443,sheet-NCH612 from GSE153443_Park_GEO_Processed.xlsx,0,illumina hiseq 2000
GSE153491,GSE153491_NKC_EZH2_ctrl_vs_Kd_differential_gene_expression.tabular.txt.gz,0,illumina hiseq 2000
GSE153507,GSE153507_Gly_WTvsC3KO.csv.gz,1,nextseq 500
GSE153552,GSE153552_C0-VS-C1.GeneDiffExp.txt.gz,0,illumina hiseq 2000
GSE153553,GSE153553_Kp_MS6671_efit_MHBvsPBT2_v2.tsv.gz,1,illumina hiseq 2500
GSE153646,sheet-Interlobular_hTERT-VS-lobular_h from GSE153646_Interlobular_hTERT-VS-lobular_hTERT.DEseq2_Method.GeneDiffExp.xlsx,0,bgiseq-500
GSE153692,GSE153692_lncRNA.txt.gz,1,nextseq 500
GSE153764,GSE153764_5d_wt_table_log2.txt.gz,1,illumina hiseq 4000
GSE153772,sheet-DESeq2 stats from GSE153772_hs700t_24h_deseq_siZNF414_vs_siLUC.xlsx,0,nextseq 500
GSE153777,GSE153777_core_table.txt.gz,1,bgiseq-500
GSE153782,sheet-gene_exp from GSE153782_diff_exp_WT_vs_WT-mmc.xlsx,0,nextseq 500
GSE153787,sheet-ZFF-15 VS ZFF-16 from GSE153787_ZFF-15_VS_ZFF-16.xlsx,0,illumina hiseq 4000
GSE153828,GSE153828_WT_vs_MUT_diffexpr-results.csv.gz,1,illumina hiseq 2500
GSE153887,GSE153887_DE_results.csv.gz,1,illumina novaseq 6000
GSE153898,sheet-GROUP3_vs_CONTROL.all.gene.resu from GSE153898_All_gene_results_Con_vs_Aurkb_siRNA.xlsx,1,illumina hiseq 1000
GSE153978,sheet-ex814 Result from GSE153978_DESeq_Chiang_HEK293_ATF6_Mutants.xlsx,0,bgiseq-500
GSE153994,GSE153994_all_compare.txt.gz,0,illumina novaseq 6000
GSE154016,GSE154016_mRNA_FPKM.diffExpr.txt.gz,0,illumina hiseq 4000
GSE154046,GSE154046_1_circRNA_expression.txt.gz,0,illumina hiseq 4000
GSE154057,GSE154057_t_hESC_BIX_all.txt.gz,0,nextseq 500
GSE154074,sheet-WT_NC vs. WT_PC vs. CA_NC v... from GSE154074_CA_DN_p38_TG_Lung_with_BLM.xlsx,0,nextseq 500
GSE154092,GSE154092_DESeq2_result_file_on_data_IVC_vs_Con_liver.csv.gz,0,illumina hiseq 2500
GSE154163,GSE154163_si_HDAC8_PolyIC_vs_si_Control.txt.gz,1,illumina hiseq 4000
GSE154216,GSE154216_Processed_data_RNAseq.txt.gz,0,illumina hiseq 2500
GSE154217,GSE154217_Kd_I_FvsKd_F_DEG.txt.gz,0,illumina novaseq 6000
GSE154251,GSE154251_Lanza_Seaver_DESeq2_LRT_Capi.csv.gz,0,illumina hiseq 2000
GSE154258,sheet-Intestine from GSE154258_Tuft-vs-nonTuft_cell_comparisons_Bulk_RNAseq.xls.gz,0,illumina hiseq 2500
GSE154297,GSE154297_Mock_vs_Pe0_vs_Pe3_annotated.csv.gz,0,illumina hiseq 2000
GSE154355,sheet-design1_Transcripts_DE_results from GSE154355_RNA-seq_FPKM_data.xlsx,0,illumina hiseq 2000
GSE154460,GSE154460_CAyfp+d_v_-d.htseq.edgeR.txt.gz,0,nextseq 550
GSE154468,sheet-Sheet1 from GSE154468_MADM_UPD_overview_DE_analysis.xlsx,1,illumina hiseq 2500
GSE154474,GSE154474_gene_exp.diff.gz,0,illumina hiseq 2000
GSE154516,sheet-Sheet1 from GSE154516_A5PR_Analyse_results-E6.5.xlsx,1,nextseq 500
GSE154550,sheet-results from GSE154550_Zhu_Venus.xlsx,0,illumina hiseq 2500
GSE154551,sheet-Results from GSE154551_Zhu_L-NICD_tumors.xlsx,0,illumina hiseq 2500
GSE154615,GSE154615_All_PS_KOvsAll_NG_KO.txt.gz,1,illumina novaseq 6000
GSE154649,sheet-DE DIE_4.5h from GSE154649_Supplementary_table_S1.xlsx,1,nextseq 500
GSE154809,GSE154809_1-S_UVvsVC_UV_DEG.xls.gz,0,illumina novaseq 6000
GSE154844,sheet-all_comparisons_merged from GSE154844_DESeq2_output.xlsx,1,nextseq 500
GSE154897,GSE154897_Flox_Tfh_v_WT_Tfh.deseq.csv.gz,0,nextseq 500
GSE154938,GSE154938_Regression_control_vs_regression.deseq.res.csv.gz,0,illumina miniseq
GSE155012,GSE155012_processed_PBS.vs.IL35.gene_exp.diff.gz,0,illumina hiseq 2500
GSE155027,GSE155027_Cont_2_1_Cont_2_2_Cont_2_3-Ag320_2_7_Ag320_2_8_Ag320_2_9.genes.txt.gz,0,illumina novaseq 6000
GSE155045,sheet-oo.tsv from GSE155045_B6_NOD_ES_RNASeq_Processed_File.xlsx,0,illumina hiseq 2500
GSE155059,GSE155059_g2_vs_g1_diff_lncRNA_to_target_gene.txt.gz,0,illumina hiseq 2000
GSE155112,GSE155112_Supplement_Table_4_d5rf_vs_col_0_GOenrich.txt.gz,0,illumina hiseq 2500
GSE155163,GSE155163_Control-VS-Erythrodiol.DEGseq_Method.GeneDiffExp.txt.gz,1,bgiseq-500
GSE155201,GSE155201_MCFHK1Exo_vs_HK1LMP1Exo.genes.deseq.res.csv.gz,0,illumina novaseq 6000
GSE155268,sheet-log2Foldchange_form_DESeq2 from GSE155268_log2Foldchange_form_DESeq2.xlsx,1,illumina hiseq 3000
GSE155305,GSE155305_IFITM3_KO_RNAseq_DE_res_NRAS_G12D.csv.gz,0,illumina hiseq 2500
GSE155329,sheet-WB_qRNA vs D7 from GSE155329_Turner-Evans_DGEanalysis_updated.xlsx,0,nextseq 550
GSE155411,GSE155411_Complete_geneList_EdgeR.csv.gz,1,illumina novaseq 6000
GSE155435,GSE155435_B1_3vsBC_3.txt.gz,0,illumina novaseq 6000
GSE155450,sheet-ACE2 YPD from GSE155450_Supplementary_Table_3._RNAseq_Data_ACE2_YPD.xlsx,1,illumina novaseq 6000
GSE155459,GSE155459_tcc_results_gene.txt.gz,0,ion torrent proton
GSE155487,GSE155487_DEGs_tables_limma-voom_JAZD-WT.tabular.txt.gz,1,illumina hiseq 2000
GSE155495,GSE155495_CTL_YAP_8SA_vs_CTL_CFs_DESeq2.tsv.gz,0,nextseq 550
GSE155521,sheet-PA0535 from GSE155521_RNAseq_7XRE.xlsx,0,nextseq 500
GSE155560,sheet-CvsP from GSE155560_GEO_DEGs.xlsx,0,dnbseq-g50
GSE155562,GSE155562_gsa_result.txt.gz,1,nextseq 500
GSE155572,GSE155572_normalized_expression_genes_human.csv.gz,0,illumina novaseq 6000
GSE155573,GSE155573_normalized_expression_genes_zebrafish.csv.gz,1,illumina novaseq 6000
GSE155607,sheet-diffexpr-results_NormalizedReads_37C_induction from GSE155607_diffexpr-results_NormalizedReads_37C_induction.xlsx,1,illumina miseq
GSE155609,sheet-DESeq2_STF6_vs_T4A.txt from GSE155609_DESeq2_STF6_vs_T4A.xlsx,0,illumina novaseq 6000
GSE155626,GSE155626_abundances_by_transcript.csv.gz,0,nextseq 500
GSE155646,GSE155646_DifferentialExpression_NTvT.txt.gz,0,illumina hiseq 2500
GSE155822,sheet-Sheet1 from GSE155822_rnaseq_full_table.1.xlsx,0,illumina hiscansq
GSE155837,GSE155837_P16WT_P16mut_pc_results.csv.gz,1,illumina hiseq 2500
GSE155841,sheet-raw data dex from GSE155841_FOLR2p_vs_FOLR2n_TAMs_paired_dex_processed_data_file.xls.gz,1,illumina hiseq 4000
GSE155869,sheet-H59 MOG over glucose.txt from GSE155869_Bacteroides_ovatus_NLAE-zl-H59_RNAseq.xlsx,0,illumina hiseq 2000
GSE155939,GSE155939_Deseq_raw_Sib_BX.txt.gz,0,illumina hiseq 4000
GSE155955,GSE155955_DESeq2_results.csv.gz,1,illumina hiseq 4000
GSE155980,GSE155980_CM_vs_Control.genes.DEA.txt.gz,0,illumina novaseq 6000
GSE155987,sheet-LMTK2+tgf vs. Neg+tgf from GSE155987_LMTK2_knockdown_TGF_treatment_DiffExp.xlsx,0,nextseq 500
GSE155989,GSE155989_SANCHEZ_et_al_2020_TET_cuffdiff.txt.gz,0,nextseq 500
GSE155998,GSE155998_DE_RNAseq.txt.gz,1,nextseq 550
GSE156042,sheet-D0_vs_D7 from GSE156042_D0_vs_D7.xlsx,0,illumina hiseq 2500
GSE156071,sheet-RNQ201709000053 Ex vs. PBS from GSE156071_RNQ201709000053_Ex_vs_PBS.xlsx,0,illumina hiseq 4000
GSE156089,GSE156089_EGFvsControl.GO_CC.csv.gz,0,illumina novaseq 6000
GSE156109,GSE156109_deseq2-palmitate.tsv.gz,0,illumina genome analyzer ii
GSE156221,GSE156221_RI.MATS.ReadsOnTargetAndJunctionCounts.txt.gz,0,nextseq 500
GSE156235,GSE156235_Partek_Jinzhi_lasercapture_12222019_gsa_result.txt.gz,0,nextseq 500
GSE156318,GSE156318_control_group_vs_case_group.gene_expression_table.tsv.gz,1,illumina hiseq 4000
GSE156335,GSE156335_SLX-15542.gene_exp.diff.gz,0,illumina hiseq 2500
GSE156402,sheet-Sheet1 from GSE156402_Processed_Data_gene_count_matrix.xlsx,0,nextseq 550
GSE156449,GSE156449_Xin_MutvsWT_DEG_statistics.txt.gz,0,illumina hiseq 2500
GSE156471,GSE156471_rbm48-human-stranded_DESeq2_DEAnalysis_out.txt.gz,0,illumina hiseq 3000
GSE156496,GSE156496_RNAseq_D51vsWT.edgeR.txt.gz,1,nextseq 500
GSE156542,GSE156542_cHet_vs_control.csv.gz,0,illumina hiseq 4000
GSE156578,GSE156578_diffexpr-results_geneID7M.csv.gz,0,illumina hiseq 2500
GSE156607,GSE156607_Vec_vs_OE.txt.gz,0,illumina hiseq 2000
GSE156689,sheet-All Changers from GSE156689_Supplementary_File_2_All_Gene_Expression_Changes.xlsx,1,illumina hiseq 4000
GSE156717,GSE156717_mRNAs_above_1cpm_in_at_least_2_samples.csv.gz,0,illumina hiseq 2000
GSE156726,GSE156726_ali1_ace_vs_ali1_oxo.tabular.txt.gz,0,bgiseq-500
GSE156775,sheet-group_ISHI_SF3_siRNA-group_ISHI from GSE156775_ISHI_SF_VS_CNT_FDR_SIGNI_DIFF_EXP.xls.gz,1,illumina hiseq 3000
GSE156871,GSE156871_rna_diff.txt.gz,1,bgiseq-500
GSE156890,sheet-OE_untreated vs OE_12h from GSE156890_head_RNA-seq_genelevels.xlsx,0,illumina hiseq 2500
GSE156916,GSE156916_DEG_table_high.txt.gz,1,illumina hiseq 4000
GSE157056,sheet-All_Genes from GSE157056_CnAPvsLaAP.xlsx,0,illumina novaseq 6000
GSE157069,GSE157069_WT_VC-KO-VC_gene_exp.txt.gz,0,illumina hiseq 4000
GSE157102,GSE157102_edgeRglm_ISOFORM_CNH-HeNH.csv.gz,0,illumina novaseq 6000
GSE157132,sheet-DE_results_placenta12_5_vs_cont from GSE157132_DE_results_placenta12_5_vs_control12_5.xlsx,0,illumina hiseq 2500
GSE157146,GSE157146_ReferenceCondvsExpCond2_DE.csv.gz,0,illumina hiseq 2000
GSE157179,sheet-A21_A22vsC11_C12_gene_exp from GSE157179_daz3tree1_air_vs_C2H4.xlsx,0,illumina hiseq 2000
GSE157217,GSE157217_res_shrunken_asokd.csv.gz,0,illumina novaseq 6000
GSE157260,GSE157260_res_shrunken_spoe.csv.gz,1,illumina novaseq 6000
GSE157275,sheet-data2 from GSE157275_HMGB1_WT__KO_iSLK_BAC16_RNA_seq.xlsx,0,illumina novaseq 6000
GSE157380,GSE157380_ESF_vs_Glands_DESeq2_Outfile.txt.gz,0,illumina hiseq 4000
GSE157391,GSE157391_CD105pos_baseline_v_IL1a.csv.gz,0,illumina hiseq 2000
GSE157434,sheet-data2 from GSE157434_FPKM_data2.xlsx,1,illumina novaseq 6000
GSE157439,GSE157439_FXR-AL-Fs-RNAseq-Table.csv.gz,0,illumina hiseq 4000
GSE157442,GSE157442_HUT78MYLA_NTC_TPA_vs_shPRKCQ_TPA_Processed_data.txt.gz,0,illumina hiseq 4000
GSE157625,GSE157625_DSgg_RNAseq_limma-voom_result_master.txt.gz,1,illumina hiseq 4000
GSE157642,GSE157642_tss_group_exp.diff.gz,0,illumina miseq
GSE157658,sheet-a. striatum_2reps_deseq2 from GSE157658_Tshz3_CamK2A-CRE_DESeq2.xlsx,1,illumina hiseq 2000
GSE157689,GSE157689_PV-cko_ARX_DE.txt.gz,0,illumina hiseq 4000
GSE157690,GSE157690_Y_v_Control_H.txt.gz,0,illumina hiseq 4000
GSE157723,GSE157723_Astrocyte-TRAP_KO_vs_Astrocyte_TRAP_WT_output.csv.gz,1,illumina hiseq 2500
GSE157747,GSE157747_3_cuffdiffout_mESC_ERKreactivation_0_6_12.diff.gz,0,illumina hiseq 4000
GSE157761,GSE157761_2020-04-06_LFD_DKOvsWT_2015data.txt.gz,0,illumina hiseq 3000
GSE157887,GSE157887_DKO_vs_CON_6mo.csv.gz,1,bgiseq-500
GSE157940,GSE157940_M3_24vsMC_24.txt.gz,0,illumina novaseq 6000
GSE157946,GSE157946_PN_LFCvsCPN.csv.gz,0,illumina hiseq 2000
GSE157987,GSE157987_Deseq_Whole_Brain_Chronic_model.txt.gz,0,nextseq 500
GSE157991,GSE157991_Deseq_Microglia_Chronic_model.txt.gz,1,nextseq 500
GSE158085,sheet-MB_WAvsMB_Ctrl_DEG from GSE158085_DEG.xlsx,0,illumina novaseq 6000
GSE158119,sheet-S19176_alldata from GSE158119_RNAseq_all_results.xlsx,0,illumina hiseq 4000
GSE158189,sheet-toptable from GSE158189_toptable_Female_WT_Fed.vs.Female_WT_Starved.xlsx,1,illumina novaseq 6000
GSE158212,sheet-S5_diff_footprint-dLZ from GSE158212_200911_SupplementaryTable4-6.xlsx,0,nextseq 500
GSE158225,sheet-rough vs. smooth from GSE158225_Cdiff-rough-smooth-data.xlsx,1,illumina hiseq 2500
GSE158266,GSE158266_results_TreatedvsControl_ovary_SVremoved.txt.gz,0,illumina hiseq 4000
GSE158267,GSE158267_AEC2_CountTable.txt.gz,0,illumina hiseq 2500
GSE158300,GSE158300_DEseq_KC022-KC023-KC024_KC028-KC029-KC030_DEG_list.csv.gz,0,illumina hiseq 2500
GSE158359,GSE158359_Vehicle_vs_FGF19.txt.gz,1,illumina hiseq 2000
GSE158372,GSE158372_EndoMS_mutantvsEndoMS.DEG_all.txt.gz,0,illumina hiseq 4000
GSE158522,GSE158522_HdacKO_control_Genes_DE_results.txt.gz,0,illumina hiseq 4000
GSE158553,sheet-Soy16vsCon16_liv_diffexpr-resul from GSE158553_Soy16vsCon16_Norm.xlsx,0,illumina hiseq 4000
GSE158560,GSE158560_Raw_Gene_FPKM.txt.gz,0,bgiseq-500
GSE158604,sheet-Sheet1 from GSE158604_Processed_data.xlsx,0,nextseq 500
GSE158664,GSE158664_Xla_DESeq_full_table.csv.gz,0,illumina hiseq 2500
GSE158753,sheet-Liver voom limma AllTableF from GSE158753_Liver_voom_limma_AllTableF.xlsx,1,nextseq 500
GSE158758,sheet-detected genes from GSE158758_Transcriptomic_dataset.xlsx,0,illumina novaseq 6000
GSE158837,GSE158837_DESeq2.liver.mock_none.Dusp11_Deficient_vs_WT.results.tsv.gz,0,bgiseq-500
GSE158845,GSE158845_raw_deseqtable.csv.gz,1,illumina hiseq 2500
GSE158885,sheet-DEG from GSE158885_processed_data_matrix.xlsx,1,illumina hiseq 4000
GSE158904,sheet-All_genes from GSE158904_DEseq_output_ALL_genes.xlsx,1,ion torrent proton
GSE158946,GSE158946_Spleen_Con_AngII.csv.gz,0,illumina hiseq 2500
GSE158951,GSE158951_Oil-VS-CCl4_2.PossionDis_Method.GeneDiffExp.txt.gz,0,bgiseq-500
GSE158957,sheet-Hippo-IR from GSE158957_24h_dea_results.xls.gz,0,nextseq 500
