Accession,id,Class,log10_n_pvalues,anticons
GSE142325,sheet-P4 from GSE142325_mm10_aligned_DESeq2.xlsx,conservative,4.531121115412728,all other classes
GSE142364,GSE142364_NfyavsGFP_edgeR.txt.gz,anti-conservative,4.159507037477321,anti-conservative
GSE142374,GSE142374_Gene_Expression_FPKM.diff.gz,other,3.814846668604463,all other classes
GSE142380,GSE142380_conditioned_Day5_media_vs_PBS_control_-_tRNA_results.txt.gz,other,2.615950051656401,all other classes
GSE142458,sheet-NC_004070_transcripts from GSE142458_MGAS10870_Normalized_data.xlsx,bimodal,3.3064250275506875,all other classes
GSE142464,GSE142464_deseq2_MTB_OD3_vs_C3719_OD3.tsv.gz,anti-conservative,3.7209031708134575,anti-conservative
GSE142485,sheet-Sheet1 from GSE142485_19-12-19_E45_DESEQ_only.xlsx,anti-conservative,4.227938097369417,anti-conservative
GSE142487,GSM4230320_Pir1D_F908A.csv.gz from GSE142487_RAW.tar,anti-conservative,3.812445402872756,anti-conservative
GSE142504,GSE142504_Control-PMA-t12_rep1_Control-PMA-t12_rep2_vs_C9KO-PMA-t12_rep1_C9KO-PMA-t12_rep2.gene_summary.txt.gz,anti-conservative,4.311054189563937,anti-conservative
GSE142522,sheet-Sheet1 from GSE142522_Table_S1.xlsx,other,4.574413278811559,all other classes
GSE142523,GSE142523_RNA-seq_KO-Tfr_WT-Tfr.txt.gz,other,4.4657396592038605,all other classes
GSE142561,GSE142561_TK1_vs_CK1.anno.xls.gz,other,4.324549947702555,all other classes
GSE142589,GSE142589_KO_Mettl3_gene_expression_fold_change.csv.gz,anti-conservative,4.649110837421781,anti-conservative
GSE142600,GSE142600_MUT.vs.CTL_MF.DE.txt.gz,other,4.404970480747002,all other classes
GSE142606,sheet-ZS4-VS-OE5 from GSE142606_Expression_profiling.xlsx,other,4.354684553954729,all other classes
GSE142607,sheet-diff_all.txt from GSE142607_tmm_SM_SF.xlsx,bimodal,4.369586890736344,all other classes
GSE142617,sheet-5 Differential Gene Expression  from GSE142617_5_DifferentialGeneExpressionAnalysisResults.xls.gz,other,4.346059433052574,all other classes
GSE142622,GSE142622_Gene_differential_expression_testing.txt.gz,bimodal,5.94702374267131,all other classes
GSE142626,sheet-DE from GSE142626_Ming2019_GEO_processed_data.xlsx,other,4.313761796292436,all other classes
GSE142629,GSE142629_Cvs4_gene_exp.diff.gz,bimodal,4.579554960400999,all other classes
GSE142635,GSE142635_MCEnC_KOvsWT_early.txt.gz,anti-conservative,4.145072037704998,anti-conservative
GSE142636,GSE142636_pHCEnC_KDvsWT.txt.gz,anti-conservative,4.1419198739138805,anti-conservative
GSE142640,GSE142640_Deseq_all_results.txt.gz,anti-conservative,3.9722028383790646,anti-conservative
GSE142710,sheet-gene_exp_with_symbol from GSE142710_seq_Processed_data_file_of_EAE_-e.g._geo_submission_December_28.xls.gz,other,4.5084758496482324,all other classes
GSE142711,sheet-Sheet1 from GSE142711_seq_Processed_data_file_of_THP-1derived_DCs_-e.g._geo_submission_December_28.xlsx,other,4.50459318174094,all other classes
GSE142713,GSE142713_WT-vs-J6.all.annot.txt.gz,bimodal,4.5589964051721585,all other classes
GSE142730,sheet-All from GSE142730_A.Birger_gene_exp.xlsx,bimodal,4.807758206196254,all other classes
GSE142749,GSE142749_deseq2.shrinkage.patched.csv.gz,anti-conservative,4.369475614018333,anti-conservative
GSE142815,GSE142815_gene_list.txt.gz,anti-conservative,4.397835765486698,anti-conservative
GSE142825,sheet-SC_SD from GSE142825_DifferentialExpression.xlsx,other,4.560277351854042,all other classes
GSE142826,sheet-DESeq2 Results C9 Mat vs Fetal from GSE142826_HK1_Project_DE_analysis.xlsx,anti-conservative,4.247703281934172,anti-conservative
GSE142827,sheet-Sheet 1 from GSE142827_RIP_Hg19_DEseq2Diff.xlsx,anti-conservative,4.229425847920695,anti-conservative
GSE142881,sheet-Sheet 1 from GSE142881_Complete_geneList_EdgeR.xlsx,anti-conservative,4.25117570000674,anti-conservative
GSE142895,GSE142895_edgeR.CARP.m302a.vs.Empty.tsv.gz,anti-conservative,4.048130927028968,anti-conservative
GSE143148,GSE143148_Gene_expression.tsv.gz,conservative,4.807751444907468,all other classes
GSE143191,sheet-Sheet1 from GSE143191_result.xlsx,bimodal,4.38015695150816,all other classes
GSE143241,sheet-9h_fpkm from GSE143241_9h.xlsx,bimodal,4.319896858814888,all other classes
GSE143320,GSE143320_DGE16_RNAseq_data.txt.gz,anti-conservative,4.091174360706882,anti-conservative
GSE143361,GSE143361_RNA-seq_edgeR.WtPara_vs_KOPara.txt.gz,other,4.387763443621557,all other classes
GSE143388,GSE143388_Vehicle_OSMI_vs_12p5uM_OSMI-ExpDiff.csv.gz,other,4.219296297943339,all other classes
GSE143396,sheet-Sheet1 from GSE143396_Gene_list.xlsx,anti-conservative,4.148695179285065,anti-conservative
GSE143447,GSE143447_6weeks_MUTvWTDMM_foldchange.csv.gz,other,4.789312720562536,all other classes
GSE143456,GSE143456_myb_svsCSKO.Differential_analysis_results.xls.gz,anti-conservative,4.217983753176437,anti-conservative
GSE143519,GSE143519_normalized_annotated_counts_all.results.tsv.gz,anti-conservative,4.36321698715741,anti-conservative
GSE143520,sheet-WT 0 hr vs. WT 4 hr vs. smn... from GSE143520_WT_0_hr_vs._WT_4_hr_vs._smn_0_hr_vs._smn_4_hr-1.xlsx,conservative,4.457003340403883,all other classes
GSE143543,GSE143543_RNAseq_Zic3KO_2iL_mm9_DEseq2.tsv.gz,other,4.352356201169828,all other classes
GSE143597,sheet-Sheet1 from GSE143597_ALL_samples_RPKM.xlsx,uniform,2.5550944485783194,anti-conservative
GSE143598,GSE143598_wt_vs_sod_lps-ExpDiff.csv.gz,other,4.203440866830437,all other classes
GSE143659,GSE143659_te_dkoVwt_all.csv.gz,anti-conservative,4.079325986752815,anti-conservative
GSE143749,GSE143749_Differential_Expression_T_vs_NT.tsv.gz,anti-conservative,4.084933574936716,anti-conservative
GSE143764,GSE143764_RNA-seq_DE_no_filter.txt.gz,anti-conservative,3.615107987443194,anti-conservative
GSE143782,sheet-normal_organoids from GSE143782_colon_vs_rectum_control_cpm.xlsx,other,4.181414796254284,all other classes
GSE143808,GSE143808_CASP8AP2_Mutant_vs_Parental.txt.gz,other,5.176334395893584,all other classes
GSE143915,GSE143915_SE.MATS.JCEC_StemVAbsPro.txt.gz,bimodal,3.687707279624819,all other classes
GSE143923,GSE143923_14-vs-DJ-Z-gene_exp.diff.gz,bimodal,4.74807943981176,all other classes
GSE143957,GSE143957_2019_DESEQ2_All2Fac_CPM.csv.gz,anti-conservative,4.2541370308854685,anti-conservative
GSE144010,sheet-data from GSE144010_CMC-Sham_HF.xlsx,conservative,4.728028954420519,all other classes
GSE144025,sheet-Genes from GSE144025_edgeRglm_GENE_EXT1_UNDIFF-H9_UNDIFF.xlsx,anti-conservative,4.201014558213372,anti-conservative
GSE144035,GSE144035_All_counts_data.txt.gz,bimodal,4.0941565617825235,all other classes
GSE144057,GSE144057_malt1_exp_expression_matrix.tsv.gz,bimodal,5.513707570104153,all other classes
GSE144066,GSE144066_2019.05.02.BovTick-BovBlood.txt.gz,anti-conservative,3.5899496013257077,anti-conservative
GSE144078,GSE144078_DE.tab.gz,bimodal,4.327440676242755,all other classes
GSE144092,GSE144092_pin1_DESeq2.txt.gz,anti-conservative,3.811976944336954,anti-conservative
GSE144093,GSE144093_LAMP2A_vs_VT_full_DESeq2_results.txt.gz,anti-conservative,4.211734422876027,anti-conservative
GSE144117,GSE144117_diff_exp_deseq2.csv.gz,anti-conservative,4.416407489943098,anti-conservative
GSE144130,sheet-All_23997 from GSM4281912_4.0h.vs.4h-MDI.xlsx from GSE144130_RAW.tar,conservative,4.38015695150816,all other classes
GSE144147,sheet-RJ_Desmin_RNAseq_RJBP_different from GSE144147_RJ_Desmin_RNAseq_RJBP_differentialexpression.xls.gz,anti-conservative,4.056256735850139,anti-conservative
GSE144160,GSE144160_DESeq2_gene_Dday1_Rday1.txt.gz,other,4.27063226051252,all other classes
GSE144167,GSE144167_DiffExp_EGFRact_vs_GFP.csv.gz,other,4.102193508039743,all other classes
GSE144193,GSE144193_consolidated.tsv.gz,anti-conservative,4.234567897635686,anti-conservative
GSE144208,GSE144208_patient_vs_healthy_old_all.csv.gz,anti-conservative,4.288651577789465,anti-conservative
GSE144268,sheet-TRS_007_4group_N3_TotalCoun... from GSE144268_TRS_007_4group_N3_TotalCount_quantile_normlaized_ANOVA_FDR_pVal_005_2x_2659genes.xlsx,bimodal,3.424718337331567,all other classes
GSE144295,GSE144295_WvsP_DESeq2.csv.gz,other,4.273232834043045,all other classes
GSE144337,sheet-Sheet1 from GSE144337_Report-Deseq2.xlsx,anti-conservative,3.5933968423002067,anti-conservative
GSE144348,sheet-Sheet1 from GSE144348_GEOSubmissionProcessedDataTable200127.xlsx,anti-conservative,4.427080188436359,anti-conservative
GSE144365,sheet-Processed_data_post-geneDedup from GSE144365_Processed_data_post-geneDedup_FINAL.xlsx,bimodal,3.7486530934242674,all other classes
GSE144480,sheet-Results from GSE144480_DeSeq2_22_uM_DO_vs_3.8_uM_DO_paired.xls.gz,anti-conservative,3.2140486794119414,anti-conservative
GSE144580,GSE144580_ATAC_differential_accessibility_edgeR.txt.gz,anti-conservative,5.310261989280456,anti-conservative
GSE144585,GSE144585_BioJupies_ex-vivo-cells.txt.gz,anti-conservative,4.306467918714803,anti-conservative
GSE144589,GSE144589_FETAL_Differential_expression_analysis_table.csv.gz,anti-conservative,4.217562899669429,anti-conservative
GSE144595,GSE144595_SP-A2_1A3_-6hrs-MvsF_edgeR_rev_with_genenames.txt.gz,bimodal,4.235932253986295,all other classes
GSE144601,GSE144601_DEG_gene_list.txt.gz,anti-conservative,4.170467076385937,anti-conservative
GSE144607,GSE144607_gene_exp.diff.txt.gz,bimodal,6.178257320812189,all other classes
GSE144622,GSE144622_tub.SHAM.M_vs_F.txt.gz,bimodal,4.381764682017124,all other classes
GSE144633,sheet-treated_vs_PBS.all.gene.result  from GSE144633_Control_vs_Shiga_toxin_24_hour.all.gene.result_1_.xls.xlsx,anti-conservative,4.256597492762846,anti-conservative
GSE144675,GSE144675_noTreatment_vs_Treatment_in_osm3_deseq2.txt.gz,anti-conservative,3.4258601450778405,anti-conservative
GSE144712,GSE144712_ZNF143_HSLAM_st_DESeq2_FPKM.txt.gz,anti-conservative,4.361595639318234,anti-conservative
GSE144725,GSE144725_Differential_expression_Pat-OE-Gal_vs_Pat-OE-Glc.csv.gz,anti-conservative,4.175018675936629,anti-conservative
GSE144726,GSE144726_Processed_RNA_Seq_data.txt.gz,anti-conservative,4.229707433460072,anti-conservative
GSE144734,sheet-Testing_Results from GSE144734_Supporting_file_table2.xlsx,anti-conservative,3.0707764628434346,anti-conservative
GSE144739,sheet-Diff_gene_result_all-2020-0202 from GSE144739_processed_data.xlsx,other,4.402072143635273,all other classes
GSE144761,GSE144761_DGEresults_R109XIROvsR109X.csv.gz,other,4.519841114256737,all other classes
GSE144762,sheet-13499R_Heat_vs_Control_CRISPR.t from GSE144762_13499R_RNAseq_d6.xlsx,anti-conservative,4.114844413145024,anti-conservative
GSE144767,sheet-GeneExpression from GSE144767_hPSC_main_file.xlsx,anti-conservative,4.177767292804646,anti-conservative
GSE144795,sheet-serotoninall-genes from GSE144795_serotonin-all-genes.xlsx,other,3.7196626830180466,all other classes
GSE144800,sheet-E_DMSOvsC_DMSO_DEG from GSE144800_E_DMSOvsC_DMSO_DEG.xls.gz,other,4.459648766510523,all other classes
GSE144814,GSE144814_DR_T1vsW_T1_DEG.txt.gz,anti-conservative,4.291391053078407,anti-conservative
GSE144816,GSE144816_WT0vsWT5_transcripts.txt.gz,other,3.6358856852812727,all other classes
GSE144841,GSE144841_DE-Ribo_GIGYF_vs_wt.txt.gz,bimodal,4.032054375479669,all other classes
GSE144877,GSE144877_Aire_KO_RNA_seq.csv.gz,conservative,4.695350317569429,all other classes
GSE144882,sheet-Sheet1 from GSE144882_12hpi_WT_v_DUBmut.xlsx,other,4.404970480747002,all other classes
GSE144886,GSE144886_input_mock_v_endoumut.xls.gz,other,4.393241677449103,all other classes
GSE144911,sheet-All_Genes from GSE144911_All_genes_Mockvs14dpi_and_Mockvs21dpi_prelog2.xlsx,bimodal,4.387692303200921,all other classes
GSE144915,sheet-For_item2_cfdG_3LG10_vs_3LG7_ge from GSE144915_For_item2_cfdG_3LG10_vs_3LG7_gene_exp_diff.xlsx,conservative,4.667555677069314,all other classes
GSE144942,sheet-Sheet1 from GSE144942_DEseq2.xlsx,anti-conservative,3.6456187382426952,anti-conservative
GSE144944,sheet-cluster 15 from GSE144944_Findmarkers_by_cluster.xlsx,anti-conservative,3.3008127941181167,anti-conservative
GSE144947,sheet-flx_vs_cko.gene_exp from GSE144947_CCNC_flx_vs_cko_gene_exp.xlsx,bimodal,4.3858742739041965,all other classes
GSE144948,sheet-Sheet1 from GSE144948_Minus_vs_Plus_OVCAR3_DAB2IP.DESeq2_Results.xlsx,anti-conservative,4.433033388650613,anti-conservative
GSE144979,sheet-kovswt from GSE144979_gene_exp_diff.xlsx,conservative,4.762040529978979,all other classes
GSE145100,GSE145100_DESeq2_analysis.txt.gz,anti-conservative,4.124927879110533,anti-conservative
GSE145103,sheet-Genes from GSE145103_edgeRglm_GENE_sCyp-sWt.xlsx,anti-conservative,4.132739838260885,anti-conservative
GSE145106,GSE145106_mv411_ctrl_vs_3hrLSD1i_cuffdiff_gene_exp.diff.gz,bimodal,4.365993119934445,all other classes
GSE145136,GSE145136_de_KO_infected_vs_WT_infected.csv.gz,other,4.312473557686056,all other classes
GSE145162,GSE145162_deltasbp1Unt_vs_deltasbp1Az.Differential_Expression.anno.txt.gz,anti-conservative,3.8029104894190398,anti-conservative
GSE145167,sheet-Expression Browser GE from GSE145167_Baines_GE_Expression.xlsx,other,4.292123103712869,all other classes
GSE145169,GSE145169_F1_C2.anno.txt.gz,other,4.310077005324261,all other classes
GSE145211,GSE145211_control_vs_6d_cuffdiff_gene_exp.diff.gz,bimodal,4.35644655550447,all other classes
GSE145215,sheet-edgeR GLM gene from GSE145215_edgeRglm_GENE_KOA-WTA.xlsx,anti-conservative,4.1702617153949575,anti-conservative
GSE145232,GSE145232_edgeR_7m_7v.csv.gz,uniform,4.060471192797679,anti-conservative
GSE145293,GSE145293_F10_F0_Ribotag_filtered_logFC.txt.gz,anti-conservative,4.149465450995452,anti-conservative
GSE145303,GSE145303_Expression_Table_GOS-FOS-1_2_3.txt.gz,other,4.225464359207212,all other classes
GSE145330,GSE145330_Processed_uninj_inj_GEO.txt.gz,bimodal,4.964103991911421,all other classes
GSE145469,GSE145469_Time_6h_kombi_vs_Control.txt.gz,other,4.586362223307866,all other classes
GSE145495,GSE145495_G3_vs_G1_CPM_log2FC_FDR_complete_table.txt.gz,other,4.176235999760872,all other classes
GSE145504,GSE145504_res_PEG_vs_Unop_annotated.txt.gz,other,4.357668093043634,all other classes
GSE145514,GSE145514_gene_diff.txt.gz,other,4.375663613960885,all other classes
GSE145536,GSE145536_MCF7_gene_exp.diff.gz,conservative,4.373187949912719,all other classes
GSE145582,GSE145582_STARscVSsf.txt.gz,other,4.554307408805559,all other classes
GSE145587,sheet-Mobley_RS3_geneExprs_differenti from GSE145587_Mobley_RS3_GeneExpression.xlsx,anti-conservative,3.6693168805661123,anti-conservative
GSE145611,GSE145611_Gata2_WTvsKO_UN_gene_exp.diff.gz,bimodal,4.7328358716839185,all other classes
GSE145628,GSE145628_genes.edgeR_results.txt.gz,anti-conservative,4.086253023817161,anti-conservative
GSE145632,sheet-RIP-Seq from GSE145632_Hep3B_RIP-seq.xlsx,other,4.462038432969983,all other classes
GSE145635,GSE145635_RNA-seq-Hep3B-siRNA-2_vs_Hep3B-siNC_all.xls.gz,other,4.356484780605221,all other classes
GSE145637,sheet-gene_exp from GSE145637_gene_exp.diff.xlsx,bimodal,4.082426300860772,all other classes
GSE145704,GSE145704_Anp32e_Null_RNAseq_DESeq2_table.txt.gz,anti-conservative,4.548291122544448,anti-conservative
GSE145710,sheet-control_vs_patient_Differential from GSE145710_control_vs_patient_Differential_Expression.xlsx,other,4.303822199862847,all other classes
GSE145713,GSE145713_NOD_3w_GFPminus_vs_B6_3w_GFPminus_DEseq2_Counts.txt.gz,other,4.515860602824412,all other classes
GSE145766,sheet-deg2 from GSE145766_DESeq2_normalized.xlsx,bimodal,4.719820007592092,all other classes
GSE145792,GSE145792_RNA-seq_counts_DESeq2.txt.gz,other,4.411872129383242,all other classes
GSE145835,GSE145835_ChimericMiceAnalysis.txt.gz,other,4.2552725051033065,all other classes
GSE145863,GSE145863_deseq.txt.gz,anti-conservative,4.161697342108118,anti-conservative
GSE145907,GSE145907_APPPSVSWT_all.anno.gene.txt.gz,other,4.255175984493529,all other classes
GSE145956,GSE145956_Ovilo14_DEGenes_DESeq2.csv.gz,anti-conservative,4.02938377768521,anti-conservative
GSE146012,GSE146012_DEG_MFPmet_vs_Tumor.txt.gz,other,4.32236403543911,all other classes
GSE146017,GSE146017_CEBPD_healthy_siCTRL_Bud_vs_healthy_siCTRL_control_full_DESeq2_results.txt.gz,other,4.352722637462018,all other classes
GSE146063,GSE146063_miR-HMVEC-887_vs_Cntrl-HMVEC.txt.gz,other,4.294708657940791,all other classes
GSE146105,sheet-PTUGroups_LikelihoodDE_S_Annota from GSE146105_PTUGroups_Female_FHM_Kidney_ProcessedData.xlsx,conservative,5.306678024210001,all other classes
GSE146150,GSE146150_N1668-N1682_AllVentricle_vs_AllOthers_DESeq2_result_overview.txt.gz,other,4.618790471685871,all other classes
GSE146212,GSE146212_rnaseq_cuffdiff_global_genes_exp_diff.tsv.gz,conservative,4.685060660904496,all other classes
GSE146225,GSE146225_WT_p53_BOB_TC_wMMS_gene_exp.diff.gz,bimodal,7.057750900945646,all other classes
GSE146246,GSE146246_WH7803_LL_HL_norm_counts_FC.tsv.gz,anti-conservative,3.4187982905903533,anti-conservative
GSE146252,GSE146252_Control_MB6_PEN_RNA.tsv.gz,other,4.456836516966673,all other classes
GSE146300,GSE146300_nsRNA_S18134_Med14_Med17_AID.txt.gz,anti-conservative,3.836260802858487,anti-conservative
GSE146307,GSE146307_PR1222_processed_data.txt.gz,bimodal,4.4767157239260635,all other classes
GSE146310,sheet-Sheet1 from GSE146310_CL29_vs_CL1_CC36_RNAseq_-_for_submission.xlsx,bimodal,4.595088190211429,all other classes
GSE146315,sheet-Sheet1 from GSE146315_in_E3_from_E3C11_co-culture_vs_E3E3_coculture_-_for_submission.xlsx,anti-conservative,4.491473755370671,anti-conservative
GSE146318,GSE146318_Sua7_newly_synthesized_RNA.txt.gz,anti-conservative,3.8287243271387914,anti-conservative
GSE146321,GSE146321_totalRNA_S19282_Med14Med17_AID.txt.gz,anti-conservative,3.8141143561291253,anti-conservative
GSE146335,GSE146335_M22_3vsw1118_deg.txt.gz,other,4.1309124421074745,all other classes
GSE146368,GSE146368_Stat_d_UF_5UTRv.txt.gz,other,3.7846885995014214,all other classes
GSE146380,GSE146380_PR1254_01_vs_02_20200225.txt.gz,bimodal,4.436782624993158,all other classes
GSE146401,sheet-C_vs_KO.gene_exp from GSE146401_C_vs_KO.gene_exp.diff.xlsx,bimodal,4.3863384163575105,all other classes
GSE146405,GSE146405_gene.description.xls.gz,other,4.547467022426385,all other classes
GSE146411,GSE146411_All_genes_fold_changes_RA_vs_CT_paired.csv.gz,uniform,3.6768764319731373,anti-conservative
GSE146412,GSE146412_FW_vs_wt.csv.gz,anti-conservative,3.7083359026822635,anti-conservative
GSE146438,GSM4385471_D78R5D01_vs_D78US.genes.DEA.txt.gz from GSE146438_RAW.tar,anti-conservative,4.2709581850920975,anti-conservative
GSE146455,GSE146455_CKO1_WT1.anno.txt.gz,other,4.329458900059722,all other classes
GSE146474,sheet-beta_DE_genes from GSE146474_candidate_gene_list.xlsx,other,3.6473829701146196,all other classes
GSE146487,GSE146487_Cuffdiff_output.tab.gz,bimodal,4.3684356541018055,all other classes
GSE146488,GSE146488_WT_hutC_DFGs.csv.gz,bimodal,3.7723950610820003,all other classes
GSE146546,GSE146546_DE_A549_WT_vs_sgIMP1_all.csv.gz,bimodal,4.764728926583356,all other classes
GSE146547,GSE146547_DE_A549_siC_vs_siIMP1_all.csv.gz,bimodal,4.764728926583356,all other classes
GSE146557,GSE146557_CT26_gene_exp.diff.gz,conservative,5.2078712396330795,all other classes
GSE146618,GSE146618_mut-2_vs_wild-type_gene_TE_analysis.txt.gz,other,4.270399307397509,all other classes
GSE146622,GSE146622_PBT2.VS.DMSO-all_genes.txt.gz,anti-conservative,3.3402457615679317,anti-conservative
