Date Received,Request Number,Requester Category,Request Description
15-Mar-18,R1525,Private Individual,"Records concerning the secondment of staff from the Northern Ireland Assembly to work in the Oireachtas.   Other Information: (listed in original FOI request email) A recent response to a question to the North?s Assembly about the redeployment of staff whilst the Assembly is suspended, is shown below; it was subsequently revealed that, apart from salaries, the Oireachtas bears all costs for the redeployment:  FTE staff have been redeployed to work for bodies located outside the jurisdiction of Northern Ireland, although the majority of the work is carried out in Parliament Buildings.  The breakdown of the organisations that the staff have been redeployed to work for is as follows:  4.2 FTE staff - House of Commons;  4.6 FTE staff - Scottish Parliament;  1.4 FTE staff - House of Lords; and  0.8 FTE staff - Houses of the Oireachtas.  The Assembly Commission pays the salaries of the redeployed staff. "
15-Mar-18,R1524,Private Individual,"Records concerning Senator Ray Butler, the former TD for Meath West in respect of his declaration in February, March, April or May 2016 that he would not subsequently consent to being nominated to the Seanad after losing his TD seat, payment of the ?30,904 TD termination payment and attempts to recoup the ?30,904 TD termination payment. "
14-Mar-18,R1523,Journalist,"I wish to request, under the Freedom of Information Act, access to the recently-completed review of the Internship Programme in the Houses of the Oireachtas. "
13-Mar-18,R1522,Journalist,"1. The amount spent on printing by Michael Healy-Rae TD his respective assistants on - mass cards - poems for funerals - information on funeral grants - information about pensions and other social welfare for the family of the bereaved in 2015, 2016 and 2017 in their Oireachtas office  2. The amount spent on printing by Danny Healy-Rae TD his respective assistants on - mass cards - poems for funerals - information on funeral grants - information about pensions and other social welfare for the family of the bereaved in 2015, 2016 and 2017 in their Oireachtas Office  3. I would like to know if the amounts printed include printing activities in their Dail offices and also their constituency offices in Kilgarvan "
13-Mar-18,R1521,Private Individual,"I hereby make a Freedom of Information Request pursuant to the Freedom of Information Act 2014 for certain information held on any records as regards [.....] group who visited Leinster House on [....] in connection with [......] plight for to legally obtain supplies of medicinal cannabis oil.  To that end, in fulfilling my FOI Request, I would be very much obliged for you to provide me the names held on record of all members of the houses of the Oireachtas and/or the Dail and/or the Seanad, whom [....] group met with at Leinster House on aforesaid date. "
12-Mar-18,R1520,Private Individual,"I wish to get the full listing of pro ? life people who sought to present at the 8th Amendment Oireachtas Committee chaired by Sen. Noone. Can I get the list of their names, the organisations they represent and the reasons why they were declined. "
12-Mar-18,R1519,Journalist,a copy of the following letter: (a) Letter from Dÿil Committee on Procedure regarding the provision of funding for members to make constituency offices secure
08-Mar-18,R1518,Journalist,a copy of the new official travel policy and the new FAQ that accompanies the policy.
08-Mar-18,R1517,Journalist,"a spreadsheet of all travel (overseas) undertaken by members of the Oireachtas in period 4 August 2017 to date of receipt of this request to include name of member, destination, date of travel, flight costs, hotel costs, subsistence and any other incidental costs."
07-Mar-18,R1516,Journalist,"a datadump of line by line expenditure by the Oireachtas in the following categories for the calendar year 2017: 20000, 21008, 21013, 21025, 21026, 21054, 21514, 21517, 24009, 24010, 24011, 24013, 24014, 25007, 26006, 26008, 26016, 26018, 26020, 26024.  "
07-Mar-18,R1515,Journalist,1. copies of any records held by the Oireachtas relating to the possibility of reviewing or abolishing daily telephone allowance that applies to members when they travel abroad (only since date of my last similar request).  2. copies of any repayments of daily telephone allowance claims by members of the Oireachtas in the period 1 July 2017 to the current date. 
06-Mar-18,R1514,Journalist,"All correspondence from TDs, senators and officials over alleged bullying, sexual harassment and other harassment claims since the formation of the new Dÿil in Spring 2016. "
06-Mar-18,R1513,Journalist,All correspondence regarding the re-housing in a new office of Enda Kenny TD following his departure as taoiseach last May 
26-Feb-18,R1512,Journalist,"I wish to request a breakdown of all printing requests for newsletters by members of the Oireachtas for the calendar years 2016 and 2017 broken down by member, type and quantity of printing and related cost."
23-Feb-18,R1511,Private Individual,1. All records of visitors logs kept my members of the Houses of Oireachtas and/or Dail Eireann and/or Leinster House and/or which are held by the Oireachtas Library & Research Service.  2. All records held by Security Personnel and/or by An Garda Siochana both or as the case may be that are mandated with controlling access to said individuals whilst on said premises or controlling access to said premises generally.  3. Both 1. and 2. above as pertaining to [....] group who visited said premises on 8th February 2018 in connection with [.....]
