title,id,creation,activity,status
isinstance/issubclass doc isn't clear on whether it's an AND or an OR.,37307,2019-06-16.11:59:07,2022-04-11.14:59:16,1
Possible mojibake in mmap.mmap() when using the tagname parameter on Windows,37308,2019-06-16.17:23:58,2022-04-11.14:59:16,1
Add a cancel method to asyncio Queues,37334,2019-06-19.07:41:48,2022-04-11.14:59:16,1
os.sendfile() support missing for AIX platform,37336,2019-06-19.08:36:09,2022-04-11.14:59:16,1
Document that os.path.ismount() returns true for nested btrfs subvolumes,37339,2019-06-19.10:10:42,2022-04-11.14:59:16,1
remove free_list for bound method objects,37340,2019-06-19.12:54:21,2022-04-11.14:59:16,1
plistlib doesn't skip whitespace in XML format detection,37344,2019-06-19.23:18:35,2022-04-11.14:59:16,1
venv.EnvBuilder environmental variable hooks,37349,2019-06-20.14:42:40,2022-04-11.14:59:16,1
SSLSocket.read does a GIL round-trip for every 16KB TLS record,37355,2019-06-20.18:42:49,2022-04-11.14:59:17,1
Building without OpenPTY and without stropts.h,37360,2019-06-21.09:45:22,2022-04-11.14:59:17,1
Additional PEP578 hooks,37363,2019-06-21.15:42:29,2022-04-11.14:59:17,1
octal escapes applied inconsistently throughout the interpreter and lib,37367,2019-06-21.19:46:08,2022-04-11.14:59:17,1
Optimize and refactor readline().,37371,2019-06-22.14:11:00,2022-04-11.14:59:17,1
Configuration of windows event loop for libraries,37373,2019-06-22.18:33:25,2022-04-11.14:59:17,1
Minidom does not have to escape quote inside text segments,37374,2019-06-22.20:34:20,2022-04-11.14:59:17,1
Provide triggering AttributeError exception to __getattr__ for reraising,37379,2019-06-23.13:59:44,2022-04-11.14:59:17,1
Script using ProactorEventLoop does not exit cleanly when subprocesses are spawned.,37381,2019-06-23.22:35:46,2022-04-11.14:59:17,1
Improve conditional check for test_gdb,37382,2019-06-24.08:31:13,2022-04-11.14:59:17,1
Update imaplib.py to account for additional padding,37407,2019-06-26.05:28:49,2022-04-11.14:59:17,1
[Windows] subprocess: close the handle when the process completes,37410,2019-06-26.11:53:14,2022-04-11.14:59:17,1
getpass.getpass not working with on windows when ctrl+v  is used to enter the string,37426,2019-06-27.09:49:37,2022-04-11.14:59:17,1
Python hangs on fork when a logger is in use in a background thread,37429,2019-06-27.12:39:22,2022-04-11.14:59:17,1
[doc] range is not a built-in function,37430,2019-06-27.15:39:32,2022-04-11.14:59:17,1
ConfigParser.set() docs should mention allow_no_value,37438,2019-06-28.09:23:20,2022-04-11.14:59:17,1
Add random.binomialvariate(),37439,2019-06-28.09:28:09,2022-04-11.14:59:17,1
Minidom should not pretty-print inside text elements,37442,2019-06-28.18:04:51,2022-04-11.14:59:17,1
ast: Different FormattedValue expressions have same col_offset information,37458,2019-07-01.02:10:41,2022-04-11.14:59:17,1
mmap module: add MAP_ALIGNED_SUPER FreeBSD and MAP_CONCEAL OpenBSD constants,37471,2019-07-01.14:22:37,2022-04-11.14:59:17,1
"poor documentation for .startswith, .endswith",37490,2019-07-03.05:01:35,2022-04-11.14:59:17,1
socket.inet_aton parsing issue on some libc versions,37495,2019-07-03.21:54:34,2022-04-11.14:59:17,1
Support annotations in signature strings.,37496,2019-07-03.23:45:26,2022-04-11.14:59:17,1
Add inspect.Signature.from_text().,37497,2019-07-04.00:11:26,2022-04-11.14:59:17,1
Test failures when CPython is built without docstrings,37501,2019-07-05.03:30:04,2022-04-11.14:59:17,1
Early auditing broken,37505,2019-07-05.12:07:59,2022-04-11.14:59:17,1
"argparse removing more ""--"" than it should",37510,2019-07-05.20:45:30,2022-04-11.14:59:17,1
mmap module add OpenBSD MADV_CONCEAL flag,37511,2019-07-05.20:51:43,2022-04-11.14:59:17,1
Improve error messages for Windows reserved file names,37517,2019-07-07.00:00:34,2022-04-11.14:59:17,1
Three inconsistent module attributes,37519,2019-07-07.12:30:52,2022-04-11.14:59:17,1
http.cookies.SimpleCookie doesn't seem to be parsed using regulars,37522,2019-07-08.12:00:09,2022-04-11.14:59:17,1
IDLE error on closing 3.8+ debug build,37524,2019-07-09.09:20:18,2022-04-11.14:59:17,1
Timestamp conversion on windows fails with timestamps close to EPOCH,37527,2019-07-09.10:32:25,2022-04-11.14:59:17,1
test_tarfile: test_extractall_symlinks() fails on Windows with: [WinError 206] The filename or extension is too long,37528,2019-07-09.11:34:17,2022-04-11.14:59:17,1
Refactor zipfile to ease subclassing and enhancement,37538,2019-07-10.06:58:30,2022-04-11.14:59:17,1
UDP sendto() sends duplicate packets,37542,2019-07-10.10:51:03,2022-04-11.14:59:17,1
"IDLE: Quitting with a new, unsaved editor window causes an exception",37551,2019-07-10.19:12:06,2022-04-11.14:59:17,1
Launcher help does not mention configuration options,37556,2019-07-11.05:18:00,2022-04-11.14:59:17,1
IDLE: Scrolling issues with code context shown,37559,2019-07-11.10:00:19,2022-04-11.14:59:17,1
"with cgi.FieldStorage(...) fails on cleanup with AttributeError, missing try/except in __exit__",37560,2019-07-11.10:02:13,2022-04-11.14:59:17,1
the _sysconfigdata name should not encode MACHDEP and PLATFORM_TRIPLET,37561,2019-07-11.10:30:50,2022-04-11.14:59:17,1
Python compiles empty bytecode files when out of virtual memory on windows,37567,2019-07-11.18:51:37,2022-04-11.14:59:17,1
ModuleNotFoundError: No module named '_sysconfigdata__linux_x86_64-linux-gnu',37577,2019-07-13.01:52:11,2022-04-11.14:59:17,1
Docs: Improve phrasing of flush argument for print(),37581,2019-07-13.06:42:51,2022-04-11.14:59:18,1
Multiple test failures with OSError: [Errno 84] Invalid or incomplete multibyte or wide character on ZFS with utf8only=on,37584,2019-07-13.10:13:56,2022-04-11.14:59:18,1
sysconfig should not rely on sys.version,37592,2019-07-14.14:18:09,2022-04-11.14:59:18,1
shutil.make_archive does not follow symlinks for zip archives,37601,2019-07-16.00:15:38,2022-04-11.14:59:18,1
CI should not depend on gmane response,37605,2019-07-16.15:49:35,2022-04-11.14:59:18,1
"_thread: acquire_lock,release_lock still in use while declared to be ""gone"" in Documentation",37608,2019-07-17.10:23:49,2022-04-11.14:59:18,1
"support ""UNC"" device paths in ntpath.splitdrive",37609,2019-07-17.11:26:34,2022-04-11.14:59:18,1
"Improve the ""Dealing with Bugs"" documentation, include guidelines on how to report bugs",37611,2019-07-17.17:42:36,2022-04-11.14:59:18,1
"os.link(..., follow_symlinks=True) broken on Linux",37612,2019-07-17.23:04:55,2022-04-11.14:59:18,1
Docs: Code example locations in stdtypes,37618,2019-07-18.07:42:29,2022-04-11.14:59:18,1
Line continuation of blank line emits NEWLINE,37621,2019-07-18.14:13:50,2022-04-11.14:59:18,1
Investigate replacing SHA3 code with OpenSSL,37630,2019-07-19.11:30:56,2022-04-11.14:59:18,1
EXTRA_CFLAGS get overrided by CFLAGS_NODIST,37631,2019-07-19.11:49:12,2022-04-11.14:59:18,1
"doc: ""module"" of a warning might be its filename",37634,2019-07-19.23:02:26,2022-04-11.14:59:18,1
Deprecate slicing and ordering operations on sys.version,37636,2019-07-20.12:45:55,2022-04-11.14:59:18,1
Having issues following build instructions,37638,2019-07-21.01:55:18,2022-04-11.14:59:18,1
telnetlib crash in Python3 while receiving un-printable characters from server,37640,2019-07-21.09:17:08,2022-04-11.14:59:18,1
Replace PyEval_GetFuncName/PyEval_GetFuncDesc,37645,2019-07-21.17:46:15,2022-04-11.14:59:18,1
TemporaryDirectory objects should LOCK_SH to avoid being deleted by systemd-tmpfiles,37650,2019-07-22.12:10:54,2022-04-11.14:59:18,1
Multiprocessing shared_memory ValueError on race with ShareableList,37652,2019-07-22.15:13:18,2022-04-11.14:59:18,1
In some cases asyncio.wait_for can lead to socket leak.,37658,2019-07-23.12:16:17,2022-04-11.14:59:18,1
subprocess.list2cmdline() should not escape wrapping single/double quotes,37659,2019-07-23.17:17:40,2022-04-11.14:59:18,1
"urllib.requests.urlopen: deprecate cafile=None, capath=None, cadefault=False",37666,2019-07-23.23:54:17,2022-04-11.14:59:18,1
Incorrect behaviour for user@password URI pattern in urlparse,37678,2019-07-25.09:49:26,2022-04-11.14:59:18,1
The results from os.path.isdir(...) an Path(...).is_dir() are not equivalent for empty path strings.,37688,2019-07-26.07:23:57,2022-04-11.14:59:18,1
FileIO.read() on a closed TTY throws an exception prematurely,37696,2019-07-28.14:51:10,2022-04-11.14:59:18,1
shutil.copyfile does not raise SpecialFileError for socket files,37700,2019-07-29.04:22:16,2022-04-11.14:59:18,1
shutil.copyfile raises SpecialFileError for symlink to fifo,37701,2019-07-29.04:36:51,2022-04-11.14:59:18,1
Python SSL module does not clear error queue before IO operations using SSL_get_error,37710,2019-07-29.21:17:25,2022-04-11.14:59:18,1
regrtest: re-run failed tests in subprocesses,37711,2019-07-29.23:44:36,2022-04-11.14:59:18,1
imaplib crashes when trying to read a letter from an imap server imaps.почта.рус,37722,2019-07-30.19:33:35,2022-04-11.14:59:18,1
[[Errno 17] File exists: ] # Try create directories that are not part of the archive with,37724,2019-07-30.22:20:23,2022-04-11.14:59:18,1
asyncio.wait_for is still confusing,37736,2019-08-01.09:25:01,2022-04-11.14:59:18,1
How should contextmanager/ContextDecorator work with generators?,37743,2019-08-01.23:33:04,2022-04-11.14:59:18,1
thread native id support for GNU/Hurd,37744,2019-08-02.00:54:24,2022-04-11.14:59:18,1
3.8b3 - windows install gui/ inconsistent options,37745,2019-08-02.17:21:08,2022-04-11.14:59:18,1
Provide Windows predefined access type constants,37746,2019-08-02.17:23:17,2022-04-11.14:59:18,1
_markupbase.py fails with TypeError on invalid keyword in marked section,37747,2019-08-02.18:38:27,2022-04-11.14:59:18,1
ipaddress - is_global method all multicast addresses and networks return true,37749,2019-08-03.05:16:46,2022-04-11.14:59:18,1
Consistency of Unix's shared_memory implementation with windows,37754,2019-08-04.10:32:38,2022-04-11.14:59:18,1
"pydoc topics, keywords and symbols always use pager instead of output",37755,2019-08-04.12:48:20,2022-04-11.14:59:18,1
Need setup.py to pick up -isystem flags from CPPFLAGS,37763,2019-08-05.15:10:05,2022-04-11.14:59:18,1
"IDLE autocomplete: revise fetch_completions, add htest",37766,2019-08-05.20:34:53,2022-04-11.14:59:18,1
IDLE: Show help(object) output in a text viewer,37768,2019-08-05.20:56:06,2022-04-11.14:59:18,1
Windows Store installer should warn user about MAX_PATH,37769,2019-08-05.22:02:48,2022-04-11.14:59:18,1
No equivalent of `inspect.getcoroutinestate` for PyAsyncGenASend instances,37771,2019-08-06.01:20:30,2022-04-11.14:59:18,1
ValueError: I/O operation on closed file. in ZipFile destructor,37773,2019-08-06.09:35:50,2022-04-11.14:59:18,1
Micro-optimize vectorcall using PY_LIKELY,37774,2019-08-06.14:00:15,2022-04-11.14:59:18,1
"ModuleFinder does not resolve "".."" correctly",37796,2019-08-09.00:02:55,2022-04-11.14:59:18,1
Add name attribute to NameError,37797,2019-08-09.00:30:15,2022-04-11.14:59:18,1
Deprecate unbound super methods,37808,2019-08-10.08:17:59,2022-04-11.14:59:18,1
Make implicit returns explicit in longobject.c (in CHECK_SMALL_INT),37812,2019-08-10.21:07:30,2022-04-11.14:59:18,1
f-string documentation not fully accurate,37816,2019-08-11.01:06:41,2022-04-11.14:59:19,1
create_pipe_connection and start_serving_pipe not documented,37817,2019-08-11.02:12:15,2022-04-11.14:59:19,1
IDLE shell uses wrong namespace for completions,37821,2019-08-11.11:17:08,2022-04-11.14:59:19,1
IDLE: Handle Shell input SyntaxWarning & DeprecationWarning,37824,2019-08-11.16:32:12,2022-04-11.14:59:19,1
IDLE doc improvements,37825,2019-08-11.16:54:19,2022-04-11.14:59:19,1
typing.get_type_hints wrong namespace for forward-declaration of inner class,37835,2019-08-13.09:36:43,2022-04-11.14:59:19,1
Support .as_integer_ratio() in fractions.Fraction,37836,2019-08-13.09:41:19,2022-04-11.14:59:19,1
add internal _PyLong_FromUnsignedChar() function,37837,2019-08-13.10:29:55,2022-04-11.14:59:19,1
makesetup Doesn't Handle Defines with Equal Sign,37839,2019-08-13.11:00:09,2022-04-11.14:59:19,1
Initialize Py_buffer variables more efficiently,37842,2019-08-13.16:37:28,2022-04-11.14:59:19,1
CGIHTTPRequestHandler does not take args.directory in constructor,37843,2019-08-13.17:04:27,2022-04-11.14:59:19,1
PyRun_SimpleFile should provide a version that does not need a FILE*,37844,2019-08-13.18:21:40,2022-04-11.14:59:19,1
More fully implement Unicode's case mappings,37848,2019-08-14.05:42:20,2022-04-11.14:59:19,1
[xmlrpc.client.ServerProxy] It does not correctly parse the URL with basic authentication.,37854,2019-08-14.17:49:16,2022-04-11.14:59:19,1
Adding additional python installations to py launcher,37856,2019-08-14.19:39:17,2022-04-11.14:59:19,1
Setting logger.level directly has no effect due to caching in 3.7+,37857,2019-08-14.19:46:10,2022-04-11.14:59:19,1
CookieLib: MozillaCookieJar.py uses case-sensitive regex to validate cookies file,37858,2019-08-14.20:14:54,2022-04-11.14:59:19,1
Add deploy preview for docs,37860,2019-08-14.21:14:46,2022-04-11.14:59:19,1
Search doesn't find built-in functions,37862,2019-08-15.01:13:06,2022-04-11.14:59:19,1
"Correct and deduplicate docs on ""printable"" characters",37864,2019-08-15.04:40:26,2022-04-11.14:59:19,1
os.path.ismount returns false for disconnected CIFS mounts in Linux,37870,2019-08-15.23:08:33,2022-04-11.14:59:19,1
Windows: WindowsConsoleIO produces mojibake for strings longer than 32 KiB,37871,2019-08-16.00:36:04,2022-04-11.14:59:19,1
unittest: execute tests in parallel,37873,2019-08-16.14:15:27,2022-04-11.14:59:19,1
__text_signature__ parser doesn't handle globals in extension module,37881,2019-08-18.13:33:56,2022-04-11.14:59:19,1
[subinterpreters] Confusing docs about state after calling Py_NewInterpreter(),37888,2019-08-19.19:05:22,2022-04-11.14:59:19,1
Modernize several tests in test_importlib,37890,2019-08-20.02:48:16,2022-04-11.14:59:19,1
IDLE Shell: isolate user code input,37892,2019-08-20.11:38:43,2022-04-11.14:59:19,1
test_logging hangs on an IPv6-only host,37895,2019-08-20.18:26:19,2022-04-11.14:59:19,1
test_multiprocessing_fork hangs on an IPv6-only host,37896,2019-08-20.18:30:31,2022-04-11.14:59:19,1
test_asyncio hangs on an IPv6-only host,37897,2019-08-20.18:32:15,2022-04-11.14:59:19,1
test_httpservers hangs on an IPv6-only host,37898,2019-08-20.18:33:34,2022-04-11.14:59:19,1
test_xmlrpc hangs on an IPv6-only host,37899,2019-08-20.18:34:29,2022-04-11.14:59:19,1
[urllib] proxy_bypass_registry doesn't handle invalid proxy override values,37900,2019-08-20.20:26:53,2022-04-11.14:59:19,1
21 tests fail when run on an IPv6-only host,37901,2019-08-20.22:41:23,2022-04-11.14:59:19,1
FreeBSD: test_threading: test_recursion_limit() crash with SIGSEGV and create a coredump,37906,2019-08-21.12:45:23,2022-04-11.14:59:19,1
speed-up PyLong_As*() for large longs,37907,2019-08-21.16:17:42,2022-04-11.14:59:19,1
"argparse wrapping fails with metavar="""" (no metavar)",37910,2019-08-21.22:08:19,2022-04-11.14:59:19,1
nntplib throws spurious NNTPProtocolError,37919,2019-08-22.17:22:32,2022-04-11.14:59:19,1
Improve zipfile: add support for symlinks,37921,2019-08-22.21:14:36,2022-04-11.14:59:19,1
Combining typing.get_type_hints and inspect.signature,37923,2019-08-23.05:44:01,2022-04-11.14:59:19,1
Embedding Python in Another Application: Compiling under Unix misses the --embed flag,37924,2019-08-23.05:50:28,2022-04-11.14:59:19,1
No Instantiation Restrictions for AbstractBaseClasses derived from builtin types,37927,2019-08-23.07:51:55,2022-04-11.14:59:19,1
ConfigParser.items(section) with allow_no_value returns empty strings,37932,2019-08-23.20:58:17,2022-04-11.14:59:19,1
Improve performance of pathlib.scandir(),37935,2019-08-24.06:31:41,2022-04-11.14:59:19,1
refactor PyLong_As*() functions,37938,2019-08-24.11:28:50,2022-04-11.14:59:19,1
Add xml.tool to pretty print XML like json.tool,37940,2019-08-24.14:55:33,2022-04-11.14:59:19,1
get_type_hints fails if there are un-annotated fields in a dataclass,37948,2019-08-26.06:29:12,2022-04-11.14:59:19,1
Add support for export_keying_material to SSL library,37952,2019-08-26.08:49:04,2022-04-11.14:59:19,1
UUID authorize version 6+ with variant RFC 4122,37956,2019-08-26.16:25:17,2022-04-11.14:59:19,1
Allow regrtest to receive a file with test (and subtests) to ignore,37957,2019-08-27.00:03:54,2022-04-11.14:59:19,1
No URL for docs of pth files,37963,2019-08-27.14:51:02,2022-04-11.14:59:19,1
Correct urllib.parse functions dropping the delimiters of empty URI components,37969,2019-08-28.14:54:51,2022-04-11.14:59:19,1
urllib.parse docstrings incomplete,37970,2019-08-28.16:26:39,2022-04-11.14:59:19,1
Wrong trace with multiple decorators (linenumber wrong in frame),37971,2019-08-28.18:32:52,2022-04-11.14:59:19,1
"regression when passing numpy bools to sorted(..., reverse=r)",37980,2019-08-29.16:39:02,2022-04-11.14:59:19,1
WFERR_UNMARSHALLABLE breaks recursion limit,37985,2019-08-30.00:04:37,2022-04-11.14:59:19,1
'ModifiedInterpreter' object has no attribute 'interp',38002,2019-09-01.20:08:53,2022-04-11.14:59:19,1
